ReferenceGene,Subsystem,General_subsystem,CP043320,CP063780,CP039749,AP022324,CP000712,CP026386,CP012831,CP015225,CP043179,CP041013,CP061848,CP053697,CP076683,CP020100,CP060288,AP014655.1,CP007511.1,CP065866,CP022562,LS483372,CP069317,CP014784,CP065867,CP024478,CP013144,CP073105,CP038001,CP022561,CP045416,CP045349,AE004091.2,CP068238,CP012830,LR590473,CP065865,CP008896,CP061335,CP032419,CP045359,AP024503,CP008749.1,CP070982,CP050291,CP022560,CP058975
PA14_69230,none,Other,FXF61_00825,IH404_27490,FA030_27630,PPTS312_03240,Pput_5126,C3F42_16025,AO356_12895,TK06_22315,FQ342_12235,FIU24_01955,IE322_22415,HNE05_16570,KQ248_01485,BVH74_06390,H7683_11695,MT1_4245,CL52_02530,I9X27_28080,CHR29_26675,NCTC10038_05887,JQN61_20400,A0T30_00640,I9X29_29175,CS390_01265,AOU28_21545,KCX70_02385,DCC84_32665,CHN49_26790,FIU84_02650,FIV02_01515,PA5242,JHW37_28060,AO353_08885,NCTC13359_00028,I9X26_32150,HZ99_16580,ICJ54_00935,D3880_21385,FIU98_01515,PproGo58_56690,OU9_05354,JYG34_25175,HAV28_00785,CHR26_08675,HXW90_30170
PA14_09230,none,Other,,IH404_11885,FA030_00235,PPTS312_34780,Pput_1962,C3F42_28525,AO356_21095,TK06_00010,FQ342_25045,FIU24_29360,IE322_06405,,,,,,,I9X27_03615,CHR29_16105,NCTC10038_04285,JQN61_06745,A0T30_12395,I9X29_03625,CS390_12940,AOU28_16290,,DCC84_18165,CHN49_10535,,FIV02_15570,PA4229,JHW37_03555,AO353_11155,NCTC13359_01112,I9X26_03965,HZ99_27700,ICJ54_17710,,FIU98_15550,PproGo58_34350,OU9_04284,JYG34_15865,HAV28_15375,CHR26_19760,HXW90_15265
PA14_61770,none,Other,FXF61_03005,IH404_04540,FA030_24385,PPTS312_12480,Pput_0756,C3F42_12875,AO356_16465,TK06_26045,FQ342_16360,FIU24_05200,IE322_17670,HNE05_02565,KQ248_10305,BVH74_01650,H7683_15475,MT1_1375,CL52_05110,I9X27_25100,CHR29_04175,NCTC10038_00797,JQN61_03435,A0T30_06155,I9X29_26135,CS390_03885,AOU28_24625,KCX70_05310,DCC84_04615,CHN49_03785,FIU84_16375,FIV02_05270,PA4670,JHW37_25000,AO353_14755,NCTC13359_05908,I9X26_28900,HZ99_22780,ICJ54_05840,D3880_04655,FIU98_05260,PproGo58_48790,,JYG34_04000,HAV28_03790,CHR26_03685,HXW90_03780
PA14_62120,none,Other,FXF61_01655,IH404_23905,FA030_24635,PPTS312_47740,Pput_4541,C3F42_21355,AO356_16185,TK06_25835,FQ342_15930,FIU24_04950,IE322_25275,HNE05_02430,KQ248_10105,BVH74_01740,H7683_04275,MT1_1346,CL52_04770,I9X27_25255,CHR29_23640,NCTC10038_05179,JQN61_17450,A0T30_06040,I9X29_26305,CS390_20725,AOU28_24375,KCX70_05135,DCC84_04290,CHN49_23920,FIU84_16675,FIV02_18945,PA4693,JHW37_25245,AO353_14510,NCTC13359_05953,I9X26_29055,HZ99_22430,ICJ54_23695,D3880_04505,FIU98_18930,PproGo58_49610,OU9_04784,JYG34_22265,HAV28_21645,CHR26_11895,HXW90_26620
PA14_44050,none,Other,FXF61_04150,IH404_10185,FA030_16845,PPTS312_38750,Pput_1662,C3F42_26190,AO356_19680,TK06_29140,FQ342_02260,FIU24_12745,IE322_04430,HNE05_07240,KQ248_13780,BVH74_15800,H7683_23290,MT1_2019,CL52_08265,I9X27_17845,CHR29_18840,NCTC10038_02036,JQN61_08075,A0T30_11965,I9X29_18235,CS390_08260,AOU28_02825,KCX70_10015,DCC84_24375,CHN49_08605,FIU84_09125,FIV02_10945,PA1582,JHW37_17480,AO353_01850,NCTC13359_04406,I9X26_21015,HZ99_26215,ICJ54_19195,D3880_13685,FIU98_10925,PproGo58_16850,OU9_01587,JYG34_17365,HAV28_08335,CHR26_17850,HXW90_09705
PA14_44030,none,Other,FXF61_04155,IH404_10190,FA030_16840,PPTS312_38740,Pput_1663,C3F42_26195,AO356_19685,TK06_29145,FQ342_02255,FIU24_12750,IE322_04435,HNE05_07245,KQ248_13785,BVH74_15795,H7683_23285,MT1_2020,CL52_08270,I9X27_17840,CHR29_18835,NCTC10038_02037,JQN61_08070,A0T30_11970,I9X29_18230,CS390_08265,AOU28_02830,KCX70_10020,DCC84_24370,CHN49_08610,FIU84_09130,FIV02_10950,PA1583,JHW37_17475,AO353_01845,NCTC13359_04405,I9X26_21010,HZ99_26220,ICJ54_19190,D3880_13680,FIU98_10930,PproGo58_16860,OU9_01588,JYG34_17360,HAV28_08340,CHR26_17855,HXW90_09710
PA14_44060,none,Other,FXF61_04145,IH404_10180,FA030_16850,PPTS312_38760,Pput_1661,C3F42_26185,AO356_19675,TK06_29135,FQ342_02265,FIU24_12740,IE322_04425,HNE05_07235,KQ248_13775,BVH74_15805,H7683_23295,MT1_2018,CL52_08260,I9X27_17850,CHR29_18845,NCTC10038_02035,JQN61_08080,A0T30_11960,I9X29_18240,CS390_08255,AOU28_02820,KCX70_10010,DCC84_24380,CHN49_08600,FIU84_09120,FIV02_10940,PA1581,JHW37_17485,AO353_01855,NCTC13359_04407,I9X26_21020,HZ99_26210,ICJ54_19200,D3880_13690,FIU98_10920,PproGo58_16840,OU9_01586,JYG34_17370,HAV28_08330,CHR26_17845,HXW90_09700
PA14_25510,none,Other,FXF61_03510,IH404_17170,FA030_07540,PPTS312_19250,Pput_3814,C3F42_07530,AO356_20075,TK06_29555,FQ342_01945,FIU24_22055,IE322_14355,HNE05_05720,KQ248_19290,BVH74_13060,H7683_18255,MT1_3248,CL52_07240,I9X27_10110,CHR29_08165,NCTC10038_03711,JQN61_14115,A0T30_14345,I9X29_10445,CS390_17520,AOU28_10015,KCX70_15160,DCC84_25670,CHN49_20090,FIU84_13445,FIV02_08120,PA2981,JHW37_09910,AO353_01450,NCTC13359_02560,I9X26_10735,HZ99_09225,ICJ54_09290,D3880_14105,FIU98_08105,PproGo58_17420,OU9_03035,JYG34_07640,HAV28_18320,CHR26_00255,HXW90_18635
PA14_71440,none,Other,,IH404_26220,FA030_28545,PPTS312_08100,Pput_0343,C3F42_15465,AO356_13955,TK06_23555,FQ342_13525,FIU24_01040,IE322_19745,HNE05_18440,KQ248_15870,,H7683_07195,MT1_2460,CL52_08780,I9X27_29090,CHR29_01950,NCTC10038_05617,JQN61_01725,A0T30_01415,I9X29_30075,CS390_22700,AOU28_16765,KCX70_11255,DCC84_31320,CHN49_01575,FIU84_06635,FIV02_22020,PA5413,JHW37_28945,AO353_07670,NCTC13359_00207,I9X26_33085,HZ99_15395,ICJ54_03525,,FIU98_22000,PproGo58_54110,OU9_05532,JYG34_24355,HAV28_23710,CHR26_05910,HXW90_28950
PA14_67580,none,Other,FXF61_11280,IH404_02630,FA030_26925,PPTS312_01460,Pput_4919,C3F42_19845,AO356_09700,TK06_19095,FQ342_08985,FIU24_02660,IE322_23350,HNE05_19895,KQ248_02570,BVH74_03825,H7683_07250,MT1_0030,CL52_01670,I9X27_27430,CHR29_25800,NCTC10038_00393,JQN61_19485,A0T30_03800,I9X29_28495,CS390_01910,AOU28_22205,KCX70_01475,DCC84_01865,CHN49_25915,FIU84_01775,FIV02_22050,PA5118,JHW37_27295,AO353_12175,NCTC13359_06418,I9X26_31240,HZ99_19820,ICJ54_00005,D3880_20740,FIU98_22030,PproGo58_03830,OU9_05222,JYG34_01805,HAV28_01805,CHR26_09585,HXW90_01700
PA14_05790,none,Other,,IH404_18025,FA030_31690,PPTS312_37310,Pput_1803,C3F42_05605,AO356_23100,TK06_02495,FQ342_29840,FIU24_30800,IE322_05150,HNE05_01490,KQ248_07930,,H7683_19640,MT1_0991,,I9X27_02255,CHR29_18115,NCTC10038_03921,JQN61_07265,,I9X29_02265,CS390_12335,AOU28_19835,KCX70_19080,DCC84_22905,CHN49_09430,FIU84_18755,FIV02_14965,PA0443,JHW37_02110,AO353_26565,NCTC13359_00825,I9X26_02290,HZ99_06220,ICJ54_18415,D3880_07815,FIU98_14945,PproGo58_24870,OU9_00452,JYG34_15560,HAV28_15605,CHR26_18510,HXW90_19510
PA14_23220,none,Other,FXF61_05625,IH404_09455,FA030_06315,PPTS312_17990,Pput_3949,C3F42_08860,AO356_03490,TK06_12715,FQ342_20780,FIU24_23280,IE322_14930,HNE05_10995,KQ248_17260,BVH74_10760,H7683_19825,MT1_2746,CL52_07825,I9X27_09150,CHR29_06920,NCTC10038_01867,JQN61_14725,A0T30_15230,I9X29_09480,CS390_18090,AOU28_10950,KCX70_13055,DCC84_09125,CHN49_20850,FIU84_11850,FIV02_09555,PA3171,JHW37_08845,AO353_02095,NCTC13359_02313,I9X26_09740,HZ99_27050,ICJ54_08595,D3880_14895,FIU98_09535,PproGo58_41720,OU9_03217,JYG34_07010,HAV28_18945,CHR26_00925,HXW90_08950
PA14_02570,none,Other,,IH404_26655,FA030_30455,PPTS312_32690,,,AO356_13520,TK06_23125,FQ342_13080,FIU24_32035,IE322_07830,,KQ248_04845,,H7683_11015,MT1_0407,CL52_20320,I9X27_01070,CHR29_15065,NCTC10038_05708,,,I9X29_01055,,AOU28_18635,,DCC84_31780,,FIU84_20875,FIV02_01065,PA0210,JHW37_01005,AO353_25335,NCTC13359_00575,I9X26_01110,HZ99_15805,ICJ54_16325,,FIU98_01065,PproGo58_54990,OU9_00213,,HAV28_12880,CHR26_21270,HXW90_29355
PA14_02550,none,Other,,IH404_26665,FA030_30445,PPTS312_32710,,,AO356_13510,TK06_23115,FQ342_13070,FIU24_32045,IE322_07820,,KQ248_04835,,H7683_11005,MT1_0405,CL52_20330,I9X27_01060,CHR29_15075,NCTC10038_05710,,,I9X29_01045,,AOU28_18625,,DCC84_31790,,FIU84_20885,FIV02_01055,PA0208,JHW37_00995,AO353_25345,NCTC13359_00573,I9X26_01100,HZ99_15815,ICJ54_16335,,FIU98_01055,PproGo58_55010,OU9_00211,,HAV28_12890,CHR26_21260,HXW90_29365
PA14_39925,none,Other,,IH404_25115,FA030_15145,PPTS312_26760,Pput_5153,C3F42_01745,AO356_21985,TK06_01595,,FIU24_29280,IE322_22300,HNE05_03510,KQ248_15225,BVH74_12805,,MT1_2325,CL52_05675,I9X27_03695,CHR29_12305,NCTC10038_02413,JQN61_20545,A0T30_12800,I9X29_16190,CS390_04520,AOU28_10450,,DCC84_14400,CHN49_26925,FIU84_15515,,PA4213,JHW37_15980,AO353_22280,NCTC13359_04058,I9X26_18985,HZ99_04900,ICJ54_01055,D3880_05820,,PproGo58_47220,OU9_04266,JYG34_25515,HAV28_24610,CHR26_03715,HXW90_12585
PA14_00640,none,Other,FXF61_09610,IH404_19555,FA030_29665,PPTS312_17850,Pput_3964,C3F42_24890,AO356_03575,TK06_12800,FQ342_20700,FIU24_32820,IE322_15000,HNE05_04545,KQ248_17850,,H7683_00945,MT1_2866,CL52_07010,I9X27_00285,CHR29_06850,NCTC10038_04218,JQN61_14795,A0T30_15015,I9X29_00295,CS390_23805,AOU28_17865,KCX70_13695,DCC84_09980,CHN49_20920,FIU84_06935,FIV02_14230,PA0051,JHW37_07475,,NCTC13359_00422,I9X26_00335,HZ99_26960,ICJ54_08525,,FIU98_14210,PproGo58_41890,OU9_00056,JYG34_06940,HAV28_12100,CHR26_00995,HXW90_22065
PA14_23460,none,Other,FXF61_09580,IH404_09555,FA030_06440,PPTS312_18210,Pput_3937,C3F42_08650,AO356_03350,TK06_12625,FQ342_20845,FIU24_23155,IE322_14835,HNE05_10930,KQ248_07525,BVH74_11215,H7683_19955,MT1_1302,CL52_15975,I9X27_09255,CHR29_07030,,JQN61_14585,A0T30_15170,I9X29_09605,CS390_20030,AOU28_10840,KCX70_08710,DCC84_09260,CHN49_20730,FIU84_05115,FIV02_04720,PA3145,JHW37_08970,AO353_01975,NCTC13359_02337,I9X26_09875,HZ99_27170,ICJ54_08715,D3880_13415,FIU98_04710,PproGo58_41510,OU9_04487,JYG34_21320,HAV28_20865,CHR26_00710,HXW90_09015
PA14_47680,none,Other,FXF61_10620,IH404_20345,FA030_18360,PPTS312_17080,Pput_4041,C3F42_24610,AO356_19165,TK06_28610,FQ342_20240,FIU24_11230,IE322_15340,HNE05_10400,KQ248_12800,BVH74_15335,H7683_00255,MT1_1873,,I9X27_19325,CHR29_06455,NCTC10038_04382,JQN61_15190,A0T30_08995,I9X29_19815,CS390_18470,AOU28_01410,KCX70_14155,DCC84_08095,CHN49_21320,FIU84_06545,FIV02_09040,PA1278,JHW37_19250,AO353_02610,NCTC13359_04706,I9X26_22490,HZ99_25635,ICJ54_08190,D3880_15600,FIU98_09020,PproGo58_42770,OU9_01284,JYG34_06505,HAV28_19345,CHR26_01345,HXW90_22870
PA14_18180,none,Other,,IH404_06855,FA030_04335,PPTS312_48040,Pput_2718,C3F42_21180,AO356_07815,TK06_17275,FQ342_07330,FIU24_25260,IE322_25425,HNE05_12515,KQ248_08345,,H7683_05100,MT1_3821,CL52_10580,I9X27_07105,CHR29_23465,NCTC10038_00711,JQN61_05320,A0T30_08380,I9X29_07390,CS390_13700,AOU28_12910,KCX70_17820,DCC84_03495,CHN49_15335,,FIV02_19805,PA3566,JHW37_07040,AO353_05915,NCTC13359_01919,I9X26_07765,HZ99_01945,ICJ54_23525,D3880_06865,FIU98_19790,PproGo58_07100,OU9_03605,JYG34_11180,HAV28_21545,CHR26_11745,HXW90_03160
PA14_31700,none,Other,,IH404_00740,FA030_10885,PPTS312_47530,,C3F42_13270,AO356_15105,TK06_24735,FQ342_11170,FIU24_18710,IE322_25410,HNE05_17870,,BVH74_07060,H7683_10020,,,I9X27_12825,CHR29_23475,NCTC10038_06079,,A0T30_02050,I9X29_13005,CS390_07650,AOU28_07655,KCX70_01600,DCC84_33685,,FIU84_00685,FIV02_00055,PA2541,JHW37_13150,,NCTC13359_03236,I9X26_15260,HZ99_17435,ICJ54_23540,D3880_07090,FIU98_00055,PproGo58_59030,OU9_02565,JYG34_03300,,CHR26_12010,HXW90_31210
PA14_02640,none,Other,,IH404_26625,FA030_30485,PPTS312_32630,,,AO356_13550,TK06_23155,FQ342_13110,FIU24_32005,IE322_07860,,KQ248_04875,,H7683_11045,MT1_0413,CL52_20290,I9X27_01100,CHR29_15035,NCTC10038_05702,,,I9X29_01085,,AOU28_18665,,DCC84_31745,,FIU84_20845,FIV02_01095,PA0216,JHW37_01035,AO353_25305,NCTC13359_00581,I9X26_01140,HZ99_15775,ICJ54_16295,,FIU98_01095,PproGo58_54930,OU9_00219,,HAV28_12850,CHR26_21300,HXW90_29325
PA14_02630,none,Other,,IH404_26630,FA030_30480,PPTS312_32640,,,AO356_13545,TK06_23150,FQ342_13105,FIU24_32010,IE322_07855,,KQ248_04870,,H7683_11040,MT1_0412,CL52_20295,I9X27_01095,CHR29_15040,NCTC10038_05703,,,I9X29_01080,,AOU28_18660,,DCC84_31750,,FIU84_20850,FIV02_01090,PA0215,JHW37_01030,AO353_25310,NCTC13359_00580,I9X26_01135,HZ99_15780,ICJ54_16300,,FIU98_01090,PproGo58_54940,OU9_00218,,HAV28_12855,CHR26_21295,HXW90_29330
PA14_34420,none,Other,,IH404_15895,FA030_12030,,,C3F42_04735,AO356_27670,TK06_04005,FQ342_27170,FIU24_17565,,,KQ248_16570,,,MT1_2610,,I9X27_13890,,NCTC10038_02754,,,I9X29_14060,,AOU28_06590,KCX70_12915,DCC84_18460,,FIU84_11205,FIV02_23825,PA2338,JHW37_14015,AO353_25880,NCTC13359_03448,I9X26_16305,HZ99_03880,,,FIU98_23805,PproGo58_29760,OU9_02355,,,,HXW90_13650
PA14_38590,none,Other,FXF61_08615,IH404_16555,FA030_14160,PPTS312_31380,Pput_2651,C3F42_00850,AO356_00420,TK06_10330,FQ342_24620,FIU24_15435,IE322_09695,HNE05_18270,KQ248_14870,BVH74_17900,H7683_17915,MT1_2243,CL52_19635,I9X27_15685,CHR29_13445,NCTC10038_02521,JQN61_15040,A0T30_01655,I9X29_15700,CS390_13220,AOU28_04995,KCX70_12025,DCC84_20400,CHN49_14965,FIU84_04025,FIV02_06250,PA2003,JHW37_15530,AO353_21770,NCTC13359_03865,I9X26_18480,HZ99_05195,ICJ54_14260,D3880_11245,FIU98_06235,PproGo58_35180,OU9_02028,JYG34_15135,HAV28_11945,CHR26_21580,HXW90_17690
PA14_52840,none,Other,FXF61_01125,IH404_13195,FA030_20510,PPTS312_42990,Pput_1203,,AO356_06880,TK06_16180,FQ342_29285,FIU24_09075,,HNE05_19980,KQ248_05235,BVH74_15940,H7683_01810,MT1_0483,CL52_20195,I9X27_21910,CHR29_21335,NCTC10038_03396,JQN61_10570,A0T30_19030,I9X29_22630,CS390_16515,AOU28_27655,KCX70_13570,DCC84_19065,CHN49_06070,FIU84_00390,FIV02_16800,PA0884,JHW37_21890,,NCTC13359_05133,I9X26_24965,,,,FIU98_16780,,OU9_00893,,HAV28_13785,CHR26_19235,HXW90_16610
PA14_52810,none,Other,FXF61_01135,IH404_13205,FA030_20500,PPTS312_43010,Pput_1201,,AO356_23045,TK06_02425,FQ342_29275,FIU24_09085,,HNE05_19970,KQ248_05225,BVH74_15950,H7683_01780,MT1_0481,CL52_20205,I9X27_21900,CHR29_21345,NCTC10038_03394,JQN61_10580,A0T30_05000,I9X29_22620,CS390_16505,AOU28_14015,KCX70_21905,DCC84_19055,CHN49_06060,FIU84_00380,FIV02_22765,PA0886,JHW37_21880,,NCTC13359_05131,I9X26_24955,HZ99_06635,,,FIU98_22745,,OU9_00895,,HAV28_13795,CHR26_14240,HXW90_16600
PA14_52820,none,Other,FXF61_01130,IH404_13200,FA030_20505,,,,AO356_25635,TK06_06625,FQ342_29280,FIU24_09080,,HNE05_19975,KQ248_05230,,H7683_01785,MT1_0355,CL52_20200,I9X27_21905,,NCTC10038_03395,,,I9X29_22625,,AOU28_27660,KCX70_21900,DCC84_19060,,FIU84_00385,FIV02_22760,PA0885,JHW37_21885,,NCTC13359_05132,I9X26_24960,,,,FIU98_22740,,OU9_00894,,HAV28_13790,,HXW90_16605
PA14_52870,none,Other,,IH404_13185,FA030_20520,PPTS312_06280,Pput_0178,C3F42_16445,AO356_10845,TK06_20205,FQ342_29325,FIU24_09065,IE322_20705,HNE05_17255,KQ248_01960,BVH74_07020,H7683_01820,MT1_4391,CL52_10775,I9X27_21920,CHR29_00570,NCTC10038_03398,JQN61_00585,A0T30_02780,I9X29_22640,CS390_00730,AOU28_27645,KCX70_13580,DCC84_19075,CHN49_00600,FIU84_08165,FIV02_16810,PA0882,JHW37_21900,AO353_11105,NCTC13359_05135,I9X26_24975,HZ99_18395,ICJ54_14740,D3880_17720,FIU98_16790,PproGo58_01200,OU9_00891,JYG34_00595,HAV28_13775,CHR26_06915,HXW90_16620
PA14_52910,none,Other,,IH404_13170,FA030_20540,,,,,TK06_09185,FQ342_29340,FIU24_09045,,,,,H7683_01835,,CL52_10795,I9X27_21940,,NCTC10038_03401,,,I9X29_22660,,AOU28_27625,KCX70_13600,DCC84_19090,,FIU84_08145,FIV02_16825,PA0878,JHW37_21920,,NCTC13359_05139,I9X26_24995,,,D3880_17735,FIU98_16805,,OU9_00887,,HAV28_13760,,HXW90_16635
PA14_58550,none,Other,,IH404_15610,FA030_22870,PPTS312_23620,Pput_3272,C3F42_04890,AO356_27735,TK06_03940,FQ342_26995,FIU24_06715,IE322_06220,,,,,,,I9X27_24245,CHR29_10840,NCTC10038_02890,JQN61_09930,,I9X29_25280,CS390_14460,AOU28_25510,,DCC84_18280,CHN49_17380,,,PA4512,JHW37_24120,AO353_25990,NCTC13359_05613,I9X26_27425,HZ99_02735,ICJ54_17895,,,PproGo58_30120,OU9_04586,JYG34_10370,HAV28_09915,CHR26_26865,HXW90_13965
PA14_52150,none,Other,,IH404_09080,FA030_20225,PPTS312_41860,Pput_1319,C3F42_09375,AO356_04300,TK06_13560,FQ342_03255,FIU24_09360,IE322_02735,,,,,,,I9X27_21630,CHR29_20405,NCTC10038_01788,JQN61_09930,,I9X29_22350,CS390_06600,AOU28_27925,,DCC84_07765,CHN49_06975,,,PA0936,JHW37_21550,AO353_18170,NCTC13359_05075,I9X26_24685,HZ99_25335,ICJ54_20915,,,PproGo58_14960,OU9_00950,JYG34_19130,HAV28_06785,CHR26_15970,HXW90_08315
PA14_24950,none,Other,FXF61_05135,IH404_07010,FA030_07310,PPTS312_43890,Pput_1114,C3F42_23865,AO356_18235,TK06_27765,FQ342_28720,FIU24_22285,IE322_01675,HNE05_05480,KQ248_11745,BVH74_10975,H7683_18030,MT1_1655,CL52_05835,I9X27_09885,CHR29_21845,NCTC10038_01330,JQN61_11045,A0T30_14565,I9X29_10220,CS390_19160,AOU28_10240,KCX70_07515,DCC84_27710,CHN49_05590,FIU84_14610,FIV02_07885,PA3025,JHW37_09685,AO353_04190,NCTC13359_02511,I9X26_10510,HZ99_14080,ICJ54_21975,D3880_14300,FIU98_07870,PproGo58_32330,OU9_03080,JYG34_05575,HAV28_20000,CHR26_13715,HXW90_06405
PA14_33860,none,Other,,IH404_16710,FA030_11800,PPTS312_48350,Pput_4602,C3F42_21015,,,,FIU24_17795,IE322_24960,,KQ248_21630,BVH74_07040,H7683_04655,MT1_3716,,I9X27_13665,CHR29_23960,NCTC10038_02475,JQN61_17765,A0T30_18240,I9X29_13835,CS390_14805,AOU28_06815,KCX70_17570,DCC84_26865,CHN49_24240,,FIV02_19325,PA2382,JHW37_13930,,NCTC13359_03405,I9X26_16080,HZ99_10535,ICJ54_24010,D3880_04135,FIU98_19310,,OU9_02398,JYG34_03570,HAV28_21960,CHR26_11580,HXW90_17890
PA14_52850,none,Other,,IH404_13190,FA030_20515,,,,AO356_28780,TK06_09180,FQ342_29320,FIU24_09070,,,,,H7683_01815,,CL52_10770,I9X27_21915,,NCTC10038_03397,,,I9X29_22635,,AOU28_27650,KCX70_13575,DCC84_19070,,FIU84_08170,FIV02_16805,PA0883,JHW37_21895,,NCTC13359_05134,I9X26_24970,,ICJ54_14760,D3880_17715,FIU98_16785,PproGo58_15100,OU9_00892,JYG34_14245,HAV28_13780,,HXW90_16615
PA14_51410,none,Other,FXF61_02310,IH404_20605,FA030_19950,PPTS312_41610,Pput_1345,C3F42_09240,AO356_04275,TK06_13535,FQ342_02550,FIU24_09635,IE322_02945,HNE05_03920,KQ248_11100,BVH74_14505,H7683_17975,MT1_1525,CL52_14015,I9X27_20820,CHR29_20280,NCTC10038_04441,JQN61_08900,A0T30_15710,I9X29_21420,CS390_06750,AOU28_11815,KCX70_06090,DCC84_07795,CHN49_07095,FIU84_14565,FIV02_07840,PA0998,JHW37_20620,AO353_18630,NCTC13359_05021,I9X26_24370,HZ99_25360,ICJ54_20715,D3880_16070,FIU98_07825,PproGo58_58250,OU9_01007,JYG34_18945,HAV28_06925,CHR26_16110,HXW90_23155
PA14_51420,none,Other,,,FA030_19955,,,,,,,FIU24_09630,,,,,,,,I9X27_20825,,,,,I9X29_21415,,,,,,,,PA0997,JHW37_20625,,NCTC13359_05022,I9X26_24375,,,,,,OU9_01006,,,,
PA14_36320,none,Other,FXF61_06800,IH404_12365,FA030_13140,PPTS312_25820,Pput_2878,C3F42_17580,AO356_23140,TK06_02530,FQ342_29695,FIU24_16455,IE322_11275,HNE05_10180,KQ248_13285,BVH74_15310,H7683_00910,,,I9X27_14725,CHR29_11780,NCTC10038_03523,JQN61_09315,A0T30_09585,I9X29_14760,CS390_14850,AOU28_05895,KCX70_09190,DCC84_12780,CHN49_09695,,FIV02_23925,PA2194,JHW37_14665,AO353_26805,NCTC13359_03670,I9X26_17525,HZ99_02085,ICJ54_12275,D3880_02385,FIU98_23905,PproGo58_25190,OU9_02216,JYG34_26120,HAV28_12035,CHR26_24665,HXW90_13115
PA14_36330,none,Other,FXF61_06770,IH404_12370,FA030_13145,PPTS312_25830,,C3F42_17575,AO356_23135,TK06_02525,FQ342_29700,FIU24_16450,IE322_11270,,KQ248_05680,,H7683_12130,MT1_0570,,I9X27_14730,CHR29_11785,NCTC10038_02814,JQN61_09320,A0T30_01465,I9X29_14765,CS390_04530,AOU28_05890,KCX70_21260,DCC84_12785,,,FIV02_23920,PA2193,JHW37_14670,AO353_26810,NCTC13359_03671,I9X26_17530,,ICJ54_24885,,FIU98_23900,PproGo58_25180,OU9_02215,JYG34_26125,,,HXW90_13120
PA14_36310,none,Other,FXF61_01300,IH404_04770,FA030_13135,PPTS312_11070,Pput_0652,C3F42_17585,AO356_23145,TK06_02535,FQ342_29690,FIU24_16460,IE322_18180,HNE05_14415,KQ248_00220,BVH74_00600,H7683_15245,MT1_3990,CL52_04150,I9X27_14720,CHR29_03550,NCTC10038_00843,JQN61_03295,A0T30_18795,I9X29_14755,CS390_20610,AOU28_05900,KCX70_03805,DCC84_29360,CHN49_03205,FIU84_04565,FIV02_04970,PA2195,JHW37_14660,AO353_26800,NCTC13359_03669,I9X26_17520,HZ99_12910,ICJ54_05095,D3880_18980,FIU98_04960,PproGo58_25200,OU9_02217,JYG34_26115,HAV28_03270,CHR26_04140,HXW90_04005
PA14_39910,none,Other,FXF61_01020,IH404_25755,FA030_00310,PPTS312_09090,Pput_0451,C3F42_14940,AO356_14420,TK06_08615,FQ342_14040,FIU24_29285,IE322_19240,HNE05_20315,KQ248_01080,BVH74_06960,H7683_06485,MT1_4165,CL52_02880,I9X27_16185,CHR29_02460,NCTC10038_05524,JQN61_02270,A0T30_20010,I9X29_16185,CS390_22220,AOU28_20690,KCX70_02830,DCC84_30820,CHN49_02105,FIU84_03385,FIV02_21315,PA4214,JHW37_15975,AO353_07230,NCTC13359_01128,I9X26_18980,HZ99_14660,ICJ54_04030,D3880_02575,FIU98_21300,PproGo58_53150,OU9_04267,JYG34_02050,HAV28_15935,CHR26_05405,HXW90_28500
PA14_09440,none,Other,FXF61_01020,IH404_25755,FA030_00310,PPTS312_09090,Pput_0451,C3F42_14940,AO356_14420,TK06_08615,FQ342_14040,FIU24_29285,IE322_19240,HNE05_20315,KQ248_01080,BVH74_06960,H7683_06485,MT1_4165,CL52_08550,I9X27_16185,CHR29_02460,NCTC10038_05524,JQN61_02270,A0T30_20010,I9X29_16185,CS390_22220,AOU28_20690,KCX70_02830,DCC84_30820,CHN49_02105,FIU84_03385,FIV02_21315,PA4214,JHW37_15975,AO353_07230,NCTC13359_01128,I9X26_18980,HZ99_14660,ICJ54_04030,D3880_09950,FIU98_21300,PproGo58_53150,OU9_04267,JYG34_02050,HAV28_15935,CHR26_27350,HXW90_28500
PA14_30630,none,Other,FXF61_14140,IH404_27320,FA030_10100,PPTS312_36630,Pput_1893,C3F42_07280,AO356_28285,TK06_22455,FQ342_12340,FIU24_19495,IE322_07545,HNE05_16490,KQ248_06015,BVH74_07360,H7683_11825,MT1_0641,CL52_14690,I9X27_12270,CHR29_17765,NCTC10038_02864,JQN61_20285,A0T30_03140,I9X29_12700,CS390_23615,AOU28_07920,KCX70_20930,DCC84_11700,CHN49_14145,FIU84_10730,FIV02_01700,PA2587,JHW37_12690,AO353_08750,NCTC13359_03083,I9X26_14610,HZ99_03455,ICJ54_16615,D3880_02395,FIU98_01700,PproGo58_21880,OU9_02618,JYG34_25065,HAV28_00880,CHR26_18870,HXW90_13075
