Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
EWS79_RS07425	EWS79_RS07425	1708549	1708962	EWS79_RS07425-MONOMER
EWS79_RS01340	EWS79_RS01340	315476	315862	EWS79_RS01340-MONOMER
EWS79_RS00795	EWS79_RS00795	174823	174898	EWS79_RS00795-tRNA
EWS79_RS01900	EWS79_RS01900	439688	441253	EWS79_RS01900-MONOMER
EWS79_RS02055	EWS79_RS02055	473329	474327	EWS79_RS02055-MONOMER
EWS79_RS06740	EWS79_RS06740	1534112	1535185	EWS79_RS06740-MONOMER
EWS79_RS07670	EWS79_RS07670	1760192	1760749	EWS79_RS07670-MONOMER
EWS79_RS02390	EWS79_RS02390	538601	540043	EWS79_RS02390-MONOMER
EWS79_RS01760	EWS79_RS01760	415905	416231	EWS79_RS01760-MONOMER
EWS79_RS02245	EWS79_RS02245	519112	519735	EWS79_RS02245-MONOMER
EWS79_RS02900	EWS79_RS02900	650383	651063	EWS79_RS02900-MONOMER
EWS79_RS07990	EWS79_RS07990	1826276	1826518	EWS79_RS07990-MONOMER
EWS79_RS05360	EWS79_RS05360	1222289	1223119	EWS79_RS05360-MONOMER
EWS79_RS01325	EWS79_RS01325	312300	313442	EWS79_RS01325-MONOMER
EWS79_RS04195	EWS79_RS04195	960193	961731	EWS79_RS04195-MONOMER
EWS79_RS00725	EWS79_RS00725	157743	158144	EWS79_RS00725-MONOMER
EWS79_RS06030	EWS79_RS06030	1368682	1370547	EWS79_RS06030-MONOMER
EWS79_RS02620	EWS79_RS02620	592362	593501	EWS79_RS02620-MONOMER
EWS79_RS04675	EWS79_RS04675	1062505	1063464	EWS79_RS04675-MONOMER
EWS79_RS00710	EWS79_RS00710	152242	152613	EWS79_RS00710-MONOMER
EWS79_RS07490	EWS79_RS07490	1718467	1719237	EWS79_RS07490-MONOMER
EWS79_RS04600	EWS79_RS04600	1044227	1044991	EWS79_RS04600-MONOMER
EWS79_RS08575	EWS79_RS08575	1948453	1949424	EWS79_RS08575-MONOMER
EWS79_RS08660	EWS79_RS08660	1965329	1966756	EWS79_RS08660-MONOMER
EWS79_RS05255	EWS79_RS05255	1195957	1196682	EWS79_RS05255-MONOMER
EWS79_RS03695	EWS79_RS03695	838096	839061	EWS79_RS03695-MONOMER
EWS79_RS03420	EWS79_RS03420	767916	768815	EWS79_RS03420-MONOMER
EWS79_RS00475	EWS79_RS00475	102981	103817	EWS79_RS00475-MONOMER
EWS79_RS06360	EWS79_RS06360	1445265	1446362	EWS79_RS06360-MONOMER
EWS79_RS01725	EWS79_RS01725	407723	408544	EWS79_RS01725-MONOMER
EWS79_RS05285	EWS79_RS05285	1202183	1203826	EWS79_RS05285-MONOMER
EWS79_RS01925	EWS79_RS01925	444519	445283	EWS79_RS01925-MONOMER
EWS79_RS04370	EWS79_RS04370	996783	997892	EWS79_RS04370-MONOMER
EWS79_RS03680	EWS79_RS03680	834580	835743	EWS79_RS03680-MONOMER
EWS79_RS06645	EWS79_RS06645	1515898	1516701	EWS79_RS06645-MONOMER
EWS79_RS07715	EWS79_RS07715	1767899	1768285	EWS79_RS07715-MONOMER
EWS79_RS05485	EWS79_RS05485	1248377	1248751	EWS79_RS05485-MONOMER
EWS79_RS03575	EWS79_RS03575	812189	812530	EWS79_RS03575-MONOMER
EWS79_RS07855	EWS79_RS07855	1796731	1798107	EWS79_RS07855-MONOMER
EWS79_RS08160	EWS79_RS08160	1863786	1865915	EWS79_RS08160-MONOMER
EWS79_RS03045	EWS79_RS03045	683742	685043	EWS79_RS03045-MONOMER
EWS79_RS04060	EWS79_RS04060	930206	932428	EWS79_RS04060-MONOMER
EWS79_RS00260	EWS79_RS00260	56561	57529	EWS79_RS00260-MONOMER
EWS79_RS02685	EWS79_RS02685	607731	608417	EWS79_RS02685-MONOMER
EWS79_RS03185	EWS79_RS03185	718598	719080	EWS79_RS03185-MONOMER
EWS79_RS00760	EWS79_RS00760	164675	165589	EWS79_RS00760-MONOMER
EWS79_RS02520	EWS79_RS02520	570700	570786	EWS79_RS02520-tRNA
EWS79_RS03950	EWS79_RS03950	899077	901797	EWS79_RS03950-MONOMER
EWS79_RS00590	EWS79_RS00590	129016	129975	EWS79_RS00590-MONOMER
EWS79_RS05830	EWS79_RS05830	1323085	1323531	EWS79_RS05830-MONOMER
EWS79_RS03490	EWS79_RS03490	786372	788897	EWS79_RS03490-MONOMER
EWS79_RS01175	EWS79_RS01175	276655	277830	EWS79_RS01175-MONOMER
EWS79_RS06885	EWS79_RS06885	1578232	1578798	EWS79_RS06885-MONOMER
EWS79_RS06840	EWS79_RS06840	1564400	1564763	EWS79_RS06840-MONOMER
EWS79_RS00990	EWS79_RS00990	225822	226370	EWS79_RS00990-MONOMER
EWS79_RS04735	EWS79_RS04735	1076184	1076852	EWS79_RS04735-MONOMER
EWS79_RS08485	EWS79_RS08485	1931248	1931856	EWS79_RS08485-MONOMER
EWS79_RS07200	EWS79_RS07200	1653752	1654390	EWS79_RS07200-MONOMER
EWS79_RS03125	EWS79_RS03125	703477	704103	EWS79_RS03125-MONOMER
EWS79_RS07100	EWS79_RS07100	1628795	1629556	EWS79_RS07100-MONOMER
EWS79_RS05380	EWS79_RS05380	1226475	1226945	EWS79_RS05380-MONOMER
EWS79_RS02325	EWS79_RS02325	526176	526877	EWS79_RS02325-MONOMER
EWS79_RS01590	EWS79_RS01590	380398	380472	EWS79_RS01590-tRNA
EWS79_RS05955	EWS79_RS05955	1352093	1352800	EWS79_RS05955-MONOMER
EWS79_RS02295	EWS79_RS02295	523640	523957	EWS79_RS02295-MONOMER
EWS79_RS01840	EWS79_RS01840	429741	430571	EWS79_RS01840-MONOMER
EWS79_RS00350	EWS79_RS00350	75057	76370	EWS79_RS00350-MONOMER
EWS79_RS03735	EWS79_RS03735	849526	850653	EWS79_RS03735-MONOMER
EWS79_RS04595	EWS79_RS04595	1043265	1044182	EWS79_RS04595-MONOMER
EWS79_RS00285	EWS79_RS00285	62217	62864	EWS79_RS00285-MONOMER
EWS79_RS05345	EWS79_RS05345	1218713	1219870	EWS79_RS05345-MONOMER
EWS79_RS00735	EWS79_RS00735	158940	159221	EWS79_RS00735-MONOMER
EWS79_RS00305	EWS79_RS00305	65951	67042	EWS79_RS00305-MONOMER
EWS79_RS04180	EWS79_RS04180	958375	958875	EWS79_RS04180-MONOMER
EWS79_RS00575	EWS79_RS00575	126586	127416	EWS79_RS00575-MONOMER
EWS79_RS03375	EWS79_RS03375	754917	755942	EWS79_RS03375-MONOMER
EWS79_RS04410	EWS79_RS04410	1006749	1006907	EWS79_RS04410-MONOMER
EWS79_RS04040	EWS79_RS04040	924557	925822	EWS79_RS04040-MONOMER
EWS79_RS00445	EWS79_RS00445	95277	96716	EWS79_RS00445-MONOMER
EWS79_RS07135	EWS79_RS07135	1641101	1642063	EWS79_RS07135-MONOMER
EWS79_RS06035	EWS79_RS06035	1370642	1372096	EWS79_RS06035-MONOMER
EWS79_RS08405	EWS79_RS08405	1915291	1915367	EWS79_RS08405-tRNA
EWS79_RS03330	EWS79_RS03330	748173	748616	EWS79_RS03330-MONOMER
EWS79_RS01410	EWS79_RS01410	329074	329790	EWS79_RS01410-MONOMER
EWS79_RS04030	EWS79_RS04030	922363	923601	EWS79_RS04030-MONOMER
EWS79_RS05135	EWS79_RS05135	1168211	1169377	EWS79_RS05135-MONOMER
EWS79_RS04515	EWS79_RS04515	1028787	1028972	EWS79_RS04515-MONOMER
EWS79_RS02730	EWS79_RS02730	614984	615550	EWS79_RS02730-MONOMER
EWS79_RS08490	EWS79_RS08490	1932179	1932255	EWS79_RS08490-tRNA
EWS79_RS05185	EWS79_RS05185	1176244	1176984	EWS79_RS05185-MONOMER
EWS79_RS07885	EWS79_RS07885	1803948	1805183	EWS79_RS07885-MONOMER
EWS79_RS01655	EWS79_RS01655	393164	393412	EWS79_RS01655-MONOMER
EWS79_RS06905	EWS79_RS06905	1582408	1583700	EWS79_RS06905-MONOMER
EWS79_RS03445	EWS79_RS03445	775402	776892	EWS79_RS03445-MONOMER
EWS79_RS07270	EWS79_RS07270	1671666	1671965	EWS79_RS07270-MONOMER
EWS79_RS04530	EWS79_RS04530	1030623	1030841	EWS79_RS04530-MONOMER
EWS79_RS07560	EWS79_RS07560	1735764	1737104	EWS79_RS07560-MONOMER
EWS79_RS03580	EWS79_RS03580	812545	813282	EWS79_RS03580-MONOMER
EWS79_RS01030	EWS79_RS01030	233981	234877	EWS79_RS01030-MONOMER
EWS79_RS02480	EWS79_RS02480	562020	562322	EWS79_RS02480-MONOMER
EWS79_RS00435	EWS79_RS00435	93746	94555	EWS79_RS00435-MONOMER
EWS79_RS00670	EWS79_RS00670	145209	145736	EWS79_RS00670-MONOMER
EWS79_RS05025	EWS79_RS05025	1144702	1145862	EWS79_RS05025-MONOMER
EWS79_RS04435	EWS79_RS04435	1011081	1012223	EWS79_RS04435-MONOMER
EWS79_RS04990	EWS79_RS04990	1137702	1138178	EWS79_RS04990-MONOMER
EWS79_RS08380	EWS79_RS08380	1910040	1910519	EWS79_RS08380-MONOMER
EWS79_RS04975	EWS79_RS04975	1130532	1132004	EWS79_RS04975-MONOMER
EWS79_RS03145	EWS79_RS03145	707193	709331	EWS79_RS03145-MONOMER
EWS79_RS08300	EWS79_RS08300	1891008	1891904	EWS79_RS08300-MONOMER
EWS79_RS08870	EWS79_RS08870	2006166	2006873	EWS79_RS08870-MONOMER
EWS79_RS02960	EWS79_RS02960	662944	663582	EWS79_RS02960-MONOMER
EWS79_RS04110	EWS79_RS04110	946188	946757	EWS79_RS04110-MONOMER
EWS79_RS07755	EWS79_RS07755	1774672	1775016	EWS79_RS07755-MONOMER
EWS79_RS08020	EWS79_RS08020	1832606	1834393	EWS79_RS08020-MONOMER
EWS79_RS06365	EWS79_RS06365	1446371	1446604	EWS79_RS06365-MONOMER
EWS79_RS04615	EWS79_RS04615	1047750	1048364	EWS79_RS04615-MONOMER
EWS79_RS07245	EWS79_RS07245	1667098	1667418	EWS79_RS07245-MONOMER
EWS79_RS02510	EWS79_RS02510	569042	569467	EWS79_RS02510-MONOMER
EWS79_RS06255	EWS79_RS06255	1419798	1422017	EWS79_RS06255-MONOMER
EWS79_RS02160	EWS79_RS02160	502465	504090	EWS79_RS02160-MONOMER
EWS79_RS00745	EWS79_RS00745	161477	162490	EWS79_RS00745-MONOMER
EWS79_RS08945	EWS79_RS08945	2028753	2029673	EWS79_RS08945-MONOMER
EWS79_RS08105	EWS79_RS08105	1851578	1852654	EWS79_RS08105-MONOMER
EWS79_RS04740	EWS79_RS04740	1076852	1077124	EWS79_RS04740-MONOMER
EWS79_RS07110	EWS79_RS07110	1630387	1631436	EWS79_RS07110-MONOMER
EWS79_RS06260	EWS79_RS06260	1422183	1422983	EWS79_RS06260-MONOMER
EWS79_RS04955	EWS79_RS04955	1127073	1128398	EWS79_RS04955-MONOMER
EWS79_RS06690	EWS79_RS06690	1525812	1526579	EWS79_RS06690-MONOMER
EWS79_RS04490	EWS79_RS04490	1024649	1025512	EWS79_RS04490-MONOMER
EWS79_RS00190	EWS79_RS00190	41656	42537	EWS79_RS00190-MONOMER
EWS79_RS00825	EWS79_RS00825	182945	185683	EWS79_RS00825-MONOMER
EWS79_RS00210	EWS79_RS00210	46171	47082	EWS79_RS00210-MONOMER
EWS79_RS03985	EWS79_RS03985	907563	908897	EWS79_RS03985-MONOMER
EWS79_RS02535	EWS79_RS02535	574740	575387	EWS79_RS02535-MONOMER
EWS79_RS05770	EWS79_RS05770	1309290	1310042	EWS79_RS05770-MONOMER
EWS79_RS00640	EWS79_RS00640	140421	141062	EWS79_RS00640-MONOMER
EWS79_RS05070	EWS79_RS05070	1153742	1154623	EWS79_RS05070-MONOMER
EWS79_RS00520	EWS79_RS00520	113543	113616	EWS79_RS00520-tRNA
EWS79_RS02045	EWS79_RS02045	470482	472773	EWS79_RS02045-MONOMER
EWS79_RS02990	EWS79_RS02990	669245	670294	EWS79_RS02990-MONOMER
EWS79_RS03755	EWS79_RS03755	858188	859717	EWS79_RS03755-MONOMER
EWS79_RS01505	EWS79_RS01505	356053	357072	EWS79_RS01505-MONOMER
EWS79_RS03220	EWS79_RS03220	724021	724536	EWS79_RS03220-MONOMER
EWS79_RS03830	EWS79_RS03830	872213	872698	EWS79_RS03830-MONOMER
EWS79_RS06665	EWS79_RS06665	1519155	1519724	EWS79_RS06665-MONOMER
EWS79_RS04635	EWS79_RS04635	1052955	1056167	EWS79_RS04635-MONOMER
EWS79_RS06270	EWS79_RS06270	1423526	1424017	EWS79_RS06270-MONOMER
EWS79_RS03685	EWS79_RS03685	835740	837170	EWS79_RS03685-MONOMER
EWS79_RS08760	EWS79_RS08760	1989673	1991691	EWS79_RS08760-MONOMER
EWS79_RS02540	EWS79_RS02540	575440	577746	EWS79_RS02540-MONOMER
EWS79_RS04500	EWS79_RS04500	1027222	1028010	EWS79_RS04500-MONOMER
EWS79_RS05775	EWS79_RS05775	1310679	1313096	EWS79_RS05775-MONOMER
EWS79_RS08520	EWS79_RS08520	1938028	1938594	EWS79_RS08520-MONOMER
EWS79_RS02345	EWS79_RS02345	529410	530081	EWS79_RS02345-MONOMER
EWS79_RS05870	EWS79_RS05870	1333484	1334254	EWS79_RS05870-MONOMER
EWS79_RS03595	EWS79_RS03595	814950	815483	EWS79_RS03595-MONOMER
EWS79_RS01940	EWS79_RS01940	448285	449958	EWS79_RS01940-MONOMER
EWS79_RS04190	EWS79_RS04190	960116	960190	EWS79_RS04190-tRNA
EWS79_RS08565	EWS79_RS08565	1947226	1947573	EWS79_RS08565-MONOMER
EWS79_RS05205	EWS79_RS05205	1180154	1180999	EWS79_RS05205-MONOMER
EWS79_RS04165	EWS79_RS04165	953787	955010	EWS79_RS04165-MONOMER
EWS79_RS01225	EWS79_RS01225	288980	290518	EWS79_RS01225-MONOMER
EWS79_RS03130	EWS79_RS03130	704096	705196	EWS79_RS03130-MONOMER
EWS79_RS06245	EWS79_RS06245	1417696	1418448	EWS79_RS06245-MONOMER
EWS79_RS00215	EWS79_RS00215	47274	48425	EWS79_RS00215-MONOMER
EWS79_RS07525	EWS79_RS07525	1726075	1727667	EWS79_RS07525-MONOMER
EWS79_RS08975	EWS79_RS08975	2035151	2036083	EWS79_RS08975-MONOMER
EWS79_RS02995	EWS79_RS02995	670427	671050	EWS79_RS02995-MONOMER
EWS79_RS03505	EWS79_RS03505	790664	791890	EWS79_RS03505-MONOMER
EWS79_RS00555	EWS79_RS00555	122851	123351	EWS79_RS00555-MONOMER
EWS79_RS04875	EWS79_RS04875	1103555	1104331	EWS79_RS04875-MONOMER
EWS79_RS00050	EWS79_RS00050	13006	13716	EWS79_RS00050-MONOMER
EWS79_RS02495	EWS79_RS02495	566199	567452	EWS79_RS02495-MONOMER
EWS79_RS08260	EWS79_RS08260	1882793	1883869	EWS79_RS08260-MONOMER
EWS79_RS08110	EWS79_RS08110	1852654	1854117	EWS79_RS08110-MONOMER
EWS79_RS07810	EWS79_RS07810	1786256	1788868	EWS79_RS07810-MONOMER
EWS79_RS06980	EWS79_RS06980	1599703	1602018	EWS79_RS06980-MONOMER
EWS79_RS01345	EWS79_RS01345	316203	316958	EWS79_RS01345-MONOMER
EWS79_RS00485	EWS79_RS00485	104521	106158	EWS79_RS00485-MONOMER
EWS79_RS02695	EWS79_RS02695	609263	610012	EWS79_RS02695-MONOMER
EWS79_RS06295	EWS79_RS06295	1426504	1427055	EWS79_RS06295-MONOMER
EWS79_RS05525	EWS79_RS05525	1255044	1256456	EWS79_RS05525-MONOMER
EWS79_RS08470	EWS79_RS08470	1926473	1927324	EWS79_RS08470-MONOMER
EWS79_RS00540	EWS79_RS00540	119337	120281	EWS79_RS00540-MONOMER
EWS79_RS07420	EWS79_RS07420	1706461	1708422	EWS79_RS07420-MONOMER
EWS79_RS03860	EWS79_RS03860	878701	879576	EWS79_RS03860-MONOMER
EWS79_RS06590	EWS79_RS06590	1501038	1501787	EWS79_RS06590-MONOMER
EWS79_RS02980	EWS79_RS02980	667094	667903	EWS79_RS02980-MONOMER
EWS79_RS06500	EWS79_RS06500	1477620	1478183	EWS79_RS06500-MONOMER
EWS79_RS03720	EWS79_RS03720	845052	846329	EWS79_RS03720-MONOMER
EWS79_RS02090	EWS79_RS02090	481047	481139	EWS79_RS02090-tRNA
EWS79_RS06930	EWS79_RS06930	1588353	1589879	EWS79_RS06930-MONOMER
EWS79_RS04845	EWS79_RS04845	1097555	1098640	EWS79_RS04845-MONOMER
EWS79_RS04925	EWS79_RS04925	1119870	1119944	EWS79_RS04925-tRNA
EWS79_RS06660	EWS79_RS06660	1518104	1519009	EWS79_RS06660-MONOMER
EWS79_RS04650	EWS79_RS04650	1057050	1058102	EWS79_RS04650-MONOMER
EWS79_RS07095	EWS79_RS07095	1627755	1628684	EWS79_RS07095-MONOMER
EWS79_RS08080	EWS79_RS08080	1846712	1847305	EWS79_RS08080-MONOMER
EWS79_RS04075	EWS79_RS04075	934803	936248	EWS79_RS04075-MONOMER
EWS79_RS04570	EWS79_RS04570	1038141	1039187	EWS79_RS04570-MONOMER
EWS79_RS05000	EWS79_RS05000	1138778	1138864	EWS79_RS05000-tRNA
EWS79_RS06010	EWS79_RS06010	1364366	1365370	EWS79_RS06010-MONOMER
EWS79_RS08075	EWS79_RS08075	1845832	1846485	EWS79_RS08075-MONOMER
EWS79_RS06185	EWS79_RS06185	1406704	1407915	EWS79_RS06185-MONOMER
EWS79_RS02040	EWS79_RS02040	469137	470489	EWS79_RS02040-MONOMER
EWS79_RS05495	EWS79_RS05495	1249011	1249640	EWS79_RS05495-MONOMER
EWS79_RS05550	EWS79_RS05550	1262547	1263233	EWS79_RS05550-MONOMER
EWS79_RS04275	EWS79_RS04275	975584	976078	EWS79_RS04275-MONOMER
EWS79_RS03545	EWS79_RS03545	803912	804958	EWS79_RS03545-MONOMER
EWS79_RS03520	EWS79_RS03520	794830	797067	EWS79_RS03520-MONOMER
EWS79_RS07115	EWS79_RS07115	1631520	1633454	EWS79_RS07115-MONOMER
EWS79_RS07380	EWS79_RS07380	1696737	1699025	EWS79_RS07380-MONOMER
EWS79_RS01995	EWS79_RS01995	462041	462472	EWS79_RS01995-MONOMER
EWS79_RS01295	EWS79_RS01295	305119	306123	EWS79_RS01295-MONOMER
EWS79_RS01880	EWS79_RS01880	435818	436522	EWS79_RS01880-MONOMER
EWS79_RS08360	EWS79_RS08360	1905629	1906339	EWS79_RS08360-MONOMER
EWS79_RS06960	EWS79_RS06960	1594831	1595154	EWS79_RS06960-MONOMER
EWS79_RS00165	EWS79_RS00165	38623	38961	EWS79_RS00165-MONOMER
EWS79_RS08385	EWS79_RS08385	1911763	1911839	EWS79_RS08385-tRNA
EWS79_RS03770	EWS79_RS03770	862304	863332	EWS79_RS03770-MONOMER
EWS79_RS08915	EWS79_RS08915	2019498	2020652	EWS79_RS08915-MONOMER
EWS79_RS03035	EWS79_RS03035	680860	682521	EWS79_RS03035-MONOMER
EWS79_RS00875	EWS79_RS00875	197213	197845	EWS79_RS00875-MONOMER
EWS79_RS02430	EWS79_RS02430	547531	547956	EWS79_RS02430-MONOMER
EWS79_RS03640	EWS79_RS03640	824823	825821	EWS79_RS03640-MONOMER
EWS79_RS04790	EWS79_RS04790	1083315	1084739	EWS79_RS04790-MONOMER
EWS79_RS01910	EWS79_RS01910	442709	443020	EWS79_RS01910-MONOMER
EWS79_RS04235	EWS79_RS04235	967945	968556	EWS79_RS04235-MONOMER
EWS79_RS01540	EWS79_RS01540	366113	368308	EWS79_RS01540-MONOMER
EWS79_RS06205	EWS79_RS06205	1410859	1411107	EWS79_RS06205-MONOMER
EWS79_RS04905	EWS79_RS04905	1112999	1115980	EWS79_RS04905-MONOMER
EWS79_RS08585	EWS79_RS08585	1950489	1950668	EWS79_RS08585-MONOMER
EWS79_RS04290	EWS79_RS04290	978029	979462	EWS79_RS04290-MONOMER
EWS79_RS07485	EWS79_RS07485	1717462	1718283	EWS79_RS07485-MONOMER
EWS79_RS02420	EWS79_RS02420	546018	546929	EWS79_RS02420-MONOMER
EWS79_RS04260	EWS79_RS04260	972674	973930	EWS79_RS04260-MONOMER
EWS79_RS00715	EWS79_RS00715	152631	155019	EWS79_RS00715-MONOMER
EWS79_RS08435	EWS79_RS08435	1921792	1922775	EWS79_RS08435-MONOMER
EWS79_RS04120	EWS79_RS04120	947408	947959	EWS79_RS04120-MONOMER
EWS79_RS03325	EWS79_RS03325	747163	748116	EWS79_RS03325-MONOMER
EWS79_RS04985	EWS79_RS04985	1136781	1137452	EWS79_RS04985-MONOMER
EWS79_RS00900	EWS79_RS00900	201883	202152	EWS79_RS00900-MONOMER
EWS79_RS02655	EWS79_RS02655	601669	602649	EWS79_RS02655-MONOMER
EWS79_RS06615	EWS79_RS06615	1510332	1511672	EWS79_RS06615-MONOMER
EWS79_RS00240	EWS79_RS00240	52878	53438	EWS79_RS00240-MONOMER
EWS79_RS06990	EWS79_RS06990	1604219	1605241	EWS79_RS06990-MONOMER
EWS79_RS00755	EWS79_RS00755	164014	164163	EWS79_RS00755-MONOMER
EWS79_RS03065	EWS79_RS03065	690613	691320	EWS79_RS03065-MONOMER
EWS79_RS03740	EWS79_RS03740	850794	853466	EWS79_RS03740-MONOMER
EWS79_RS03250	EWS79_RS03250	734689	735507	EWS79_RS03250-MONOMER
EWS79_RS02840	EWS79_RS02840	635384	636334	EWS79_RS02840-MONOMER
EWS79_RS04130	EWS79_RS04130	948873	949883	EWS79_RS04130-MONOMER
EWS79_RS09000	EWS79_RS09000	2040630	2041295	EWS79_RS09000-MONOMER
EWS79_RS00510	EWS79_RS00510	111117	112700	EWS79_RS00510-MONOMER
EWS79_RS08730	EWS79_RS08730	1984228	1985427	EWS79_RS08730-MONOMER
EWS79_RS03865	EWS79_RS03865	879573	880817	EWS79_RS03865-MONOMER
EWS79_RS05040	EWS79_RS05040	1147291	1147734	EWS79_RS05040-MONOMER
EWS79_RS03485	EWS79_RS03485	784540	786054	EWS79_RS03485-MONOMER
EWS79_RS03970	EWS79_RS03970	904559	904634	EWS79_RS03970-tRNA
EWS79_RS04205	EWS79_RS04205	962070	962957	EWS79_RS04205-MONOMER
EWS79_RS00690	EWS79_RS00690	149090	149854	EWS79_RS00690-MONOMER
EWS79_RS05110	EWS79_RS05110	1162218	1162445	EWS79_RS05110-MONOMER
EWS79_RS08295	EWS79_RS08295	1890261	1890848	EWS79_RS08295-MONOMER
EWS79_RS00055	EWS79_RS00055	13757	14371	EWS79_RS00055-MONOMER
EWS79_RS04185	EWS79_RS04185	958989	959990	EWS79_RS04185-MONOMER
EWS79_RS03095	EWS79_RS03095	697123	697314	EWS79_RS03095-MONOMER
EWS79_RS07015	EWS79_RS07015	1608711	1609931	EWS79_RS07015-MONOMER
EWS79_RS04900	EWS79_RS04900	1109501	1112989	EWS79_RS04900-MONOMER
EWS79_RS00855	EWS79_RS00855	192134	193159	EWS79_RS00855-MONOMER
EWS79_RS01290	EWS79_RS01290	304817	305113	EWS79_RS01290-MONOMER
EWS79_RS04250	EWS79_RS04250	970777	971518	EWS79_RS04250-MONOMER
EWS79_RS06355	EWS79_RS06355	1443565	1445268	EWS79_RS06355-MONOMER
EWS79_RS05930	EWS79_RS05930	1344779	1345555	EWS79_RS05930-MONOMER
EWS79_RS04055	EWS79_RS04055	929086	929979	EWS79_RS04055-MONOMER
EWS79_RS01525	EWS79_RS01525	361439	362413	EWS79_RS01525-MONOMER
EWS79_RS03535	EWS79_RS03535	800008	801135	EWS79_RS03535-MONOMER
EWS79_RS00275	EWS79_RS00275	60237	61364	EWS79_RS00275-MONOMER
EWS79_RS07735	EWS79_RS07735	1770805	1772085	EWS79_RS07735-MONOMER
EWS79_RS07040	EWS79_RS07040	1613119	1615914	EWS79_RS07040-rRNA
EWS79_RS01670	EWS79_RS01670	394579	395253	EWS79_RS01670-MONOMER
EWS79_RS08325	EWS79_RS08325	1897911	1897987	EWS79_RS08325-tRNA
EWS79_RS08050	EWS79_RS08050	1839711	1840343	EWS79_RS08050-MONOMER
EWS79_RS08810	EWS79_RS08810	1996515	1997015	EWS79_RS08810-MONOMER
EWS79_RS04940	EWS79_RS04940	1123295	1124590	EWS79_RS04940-MONOMER
EWS79_RS06890	EWS79_RS06890	1578814	1580991	EWS79_RS06890-MONOMER
EWS79_RS01955	EWS79_RS01955	451322	452020	EWS79_RS01955-MONOMER
EWS79_RS02080	EWS79_RS02080	478970	479782	EWS79_RS02080-MONOMER
EWS79_RS01205	EWS79_RS01205	282623	283399	EWS79_RS01205-MONOMER
EWS79_RS07510	EWS79_RS07510	1722308	1723186	EWS79_RS07510-MONOMER
EWS79_RS05030	EWS79_RS05030	1145856	1146413	EWS79_RS05030-MONOMER
EWS79_RS08780	EWS79_RS08780	1993869	1994153	EWS79_RS08780-MONOMER
EWS79_RS07695	EWS79_RS07695	1763577	1764308	EWS79_RS07695-MONOMER
EWS79_RS01740	EWS79_RS01740	410844	411785	EWS79_RS01740-MONOMER
EWS79_RS01890	EWS79_RS01890	437279	438316	EWS79_RS01890-MONOMER
EWS79_RS06330	EWS79_RS06330	1435373	1438219	EWS79_RS06330-MONOMER
EWS79_RS03395	EWS79_RS03395	762053	764161	EWS79_RS03395-MONOMER
EWS79_RS05170	EWS79_RS05170	1174206	1174553	EWS79_RS05170-MONOMER
EWS79_RS08130	EWS79_RS08130	1858774	1860480	EWS79_RS08130-MONOMER
EWS79_RS03960	EWS79_RS03960	902880	903794	EWS79_RS03960-MONOMER
EWS79_RS06810	EWS79_RS06810	1555983	1559081	EWS79_RS06810-MONOMER
EWS79_RS07080	EWS79_RS07080	1623673	1624146	EWS79_RS07080-MONOMER
EWS79_RS07875	EWS79_RS07875	1801709	1802749	EWS79_RS07875-MONOMER
EWS79_RS02060	EWS79_RS02060	474449	475741	EWS79_RS02060-MONOMER
EWS79_RS01400	EWS79_RS01400	327152	327967	EWS79_RS01400-MONOMER
EWS79_RS02745	EWS79_RS02745	616800	618923	EWS79_RS02745-MONOMER
EWS79_RS04280	EWS79_RS04280	976086	977231	EWS79_RS04280-MONOMER
EWS79_RS02875	EWS79_RS02875	641987	645367	EWS79_RS02875-MONOMER
EWS79_RS05925	EWS79_RS05925	1343920	1344726	EWS79_RS05925-MONOMER
EWS79_RS08645	EWS79_RS08645	1962009	1963109	EWS79_RS08645-MONOMER
EWS79_RS06370	EWS79_RS06370	1446601	1448631	EWS79_RS06370-MONOMER
EWS79_RS01365	EWS79_RS01365	318729	319673	EWS79_RS01365-MONOMER
EWS79_RS05520	EWS79_RS05520	1253693	1254994	EWS79_RS05520-MONOMER
EWS79_RS02720	EWS79_RS02720	613061	613756	EWS79_RS02720-MONOMER
EWS79_RS08500	EWS79_RS08500	1933839	1934780	EWS79_RS08500-MONOMER
EWS79_RS05730	EWS79_RS05730	1300432	1301526	EWS79_RS05730-MONOMER
EWS79_RS07465	EWS79_RS07465	1715216	1715773	EWS79_RS07465-MONOMER
EWS79_RS01485	EWS79_RS01485	349777	351351	EWS79_RS01485-MONOMER
EWS79_RS08465	EWS79_RS08465	1925828	1926316	EWS79_RS08465-MONOMER
EWS79_RS03705	EWS79_RS03705	840001	841284	EWS79_RS03705-MONOMER
EWS79_RS00185	EWS79_RS00185	41050	41643	EWS79_RS00185-MONOMER
EWS79_RS06130	EWS79_RS06130	1393148	1394158	EWS79_RS06130-MONOMER
EWS79_RS05635	EWS79_RS05635	1278272	1278994	EWS79_RS05635-MONOMER
EWS79_RS05590	EWS79_RS05590	1268520	1269161	EWS79_RS05590-MONOMER
EWS79_RS04640	EWS79_RS04640	1056319	1056395	EWS79_RS04640-tRNA
EWS79_RS02505	EWS79_RS02505	568656	569042	EWS79_RS02505-MONOMER
