reaction	direction	complex	mods	keff
HXAtex	REV	CPLX0-7533		76.74472378998097
HXAtex	FWD	CPLX0-7534		75.26768199270408
HXAtex	REV	CPLX0-7534		75.26768199270408
HXAtex	FWD	G6700-MONOMER		34.19401863135169
HXAtex	REV	G6700-MONOMER		34.19401863135169
HXCT	FWD	ACETOACETYL-COA-TRANSFER-CPLX		62.92986079469866
HXPRT	FWD	CPLX0-7685		56.45643655226412
HXPRT	FWD	GPT-CPLX		49.69640235187889
HYD1pp	FWD	FORMHYDROG2-CPLX	ni2(1) AND fe2(1)	104.08367259404243
HYD1pp	FWD	FORMHYDROGI-CPLX	ni2(1) AND 4fe4s(1)	83.06105353022812
HYD1pp	FWD	HYDROG3-CPLX	ni2(1)	125.1051598714508
HYD2pp	FWD	FORMHYDROG2-CPLX	ni2(1) AND fe2(1)	104.08367259404243
HYD2pp	FWD	FORMHYDROGI-CPLX	ni2(1) AND 4fe4s(1)	83.06105353022812
HYD3pp	FWD	FORMHYDROG2-CPLX	ni2(1) AND fe2(1)	104.08367259404243
HYD3pp	FWD	FORMHYDROGI-CPLX	ni2(1) AND 4fe4s(1)	83.06105353022812
HYXNtex	FWD	CPLX0-7530		74.67911373302745
HYXNtex	REV	CPLX0-7530		74.67911373302745
HYXNtex	FWD	CPLX0-7533		76.74472378998097
HYXNtex	REV	CPLX0-7533		76.74472378998097
HYXNtex	FWD	CPLX0-7534		75.26768199270408
HYXNtex	REV	CPLX0-7534		75.26768199270408
HYXNtex	FWD	G6700-MONOMER		34.19401863135169
HYXNtex	REV	G6700-MONOMER		34.19401863135169
Htex	FWD	CPLX0-7530		74.67911373302745
Htex	REV	CPLX0-7530		74.67911373302745
Htex	FWD	CPLX0-7533		76.74472378998097
Htex	REV	CPLX0-7533		76.74472378998097
Htex	FWD	CPLX0-7534		75.26768199270408
Htex	REV	CPLX0-7534		75.26768199270408
Htex	FWD	G6700-MONOMER		34.19401863135169
Htex	REV	G6700-MONOMER		34.19401863135169
ICDHyr	FWD	ISOCITHASE-CPLX	mg2(1)	3905.973424456824
ICDHyr	REV	ISOCITHASE-CPLX	mg2(1)	62.205660432001345
ICDHyr	FWD	ISOCITHASE-CPLX	mn2(1)	3905.973424456824
ICDHyr	REV	ISOCITHASE-CPLX	mn2(1)	62.205660432001345
ICHORS	FWD	MENF-CPLX	mg2(1)	65.26005442178987
ICHORS	REV	MENF-CPLX	mg2(1)	65.26005442178987
ICHORSi	FWD	ENTC-MONOMER	mg2(1)	35.26209113827476
ICHORT	FWD	APO-ENTB		95.78857145614398
ICL	FWD	ISOCIT-LYASE	mg2(1)	107.6292136779105
ICL	FWD	ISOCIT-LYASE	mn2(1)	107.6292136779105
IDOND2	FWD	IDONDEHYD-MONOMER		31.633738157022265
IDOND	FWD	IDONDEHYD-MONOMER		31.633738157022265
IDOND	REV	IDONDEHYD-MONOMER		31.633738157022265
IDONt2rpp	FWD	YJGT-MONOMER		37.16633850116184
IDONt2rpp	REV	YJGT-MONOMER		37.16633850116184
IDONtex	FWD	CPLX0-7530		74.67911373302745
IDONtex	REV	CPLX0-7530		74.67911373302745
IDONtex	FWD	CPLX0-7533		76.74472378998097
IDONtex	REV	CPLX0-7533		76.74472378998097
IDONtex	FWD	CPLX0-7534		75.26768199270408
IDONtex	REV	CPLX0-7534		75.26768199270408
IDONtex	FWD	G6700-MONOMER		34.19401863135169
IDONtex	REV	G6700-MONOMER		34.19401863135169
IG3PS	FWD	GLUTAMIDOTRANS-CPLX		0.44614325711903935
IGPDH	FWD	IMIDHISTID-CPLX	mg2(1)	3.943503134015426
IGPDH	FWD	IMIDHISTID-CPLX	mn2(1)	3.943503134015426
IGPS	FWD	PRAI-IGPS		1.1860735182174997
ILETA	FWD	BRANCHED-CHAINAMINOTRANSFER-CPLX	pydx5p(6)	113.71032248595425
ILETA	REV	BRANCHED-CHAINAMINOTRANSFER-CPLX	pydx5p(6)	8.363989581293938
ILETA	FWD	BRANCHED-CHAINAMINOTRANSFER-CPLX	pydx5p(1)	113.71032248595425
ILETA	REV	BRANCHED-CHAINAMINOTRANSFER-CPLX	pydx5p(1)	8.363989581293938
ILEabcpp	FWD	ABC-15-CPLX		100.32711588608652
ILEt2rpp	FWD	BRNQ-MONOMER		37.27074930853209
ILEt2rpp	REV	BRNQ-MONOMER		37.27074930853209
ILEtex	FWD	CPLX0-7530		74.67911373302745
ILEtex	REV	CPLX0-7530		74.67911373302745
ILEtex	FWD	CPLX0-7533		76.74472378998097
ILEtex	REV	CPLX0-7533		76.74472378998097
ILEtex	FWD	CPLX0-7534		75.26768199270408
ILEtex	REV	CPLX0-7534		75.26768199270408
ILEtex	FWD	G6700-MONOMER		34.19401863135169
ILEtex	REV	G6700-MONOMER		34.19401863135169
IMPC	FWD	AICARTRANSIMPCYCLO-CPLX		43.806800659629275
IMPC	REV	AICARTRANSIMPCYCLO-CPLX		1008.3105935956769
IMPD	FWD	IMP-DEHYDROG-CPLX		4.869660454307277
IMPtex	FWD	CPLX0-7530		74.67911373302745
IMPtex	REV	CPLX0-7530		74.67911373302745
IMPtex	FWD	CPLX0-7533		76.74472378998097
IMPtex	REV	CPLX0-7533		76.74472378998097
IMPtex	FWD	CPLX0-7534		75.26768199270408
IMPtex	REV	CPLX0-7534		75.26768199270408
IMPtex	FWD	G6700-MONOMER		34.19401863135169
IMPtex	REV	G6700-MONOMER		34.19401863135169
INDOLEt2pp	FWD	CPLX0-2141		114.5558357245992
INDOLEt2rpp	FWD	MTR-MONOMER		36.133270058641536
INDOLEt2rpp	REV	MTR-MONOMER		36.133270058641536
INDOLEtex	FWD	CPLX0-7530		74.67911373302745
INDOLEtex	REV	CPLX0-7530		74.67911373302745
INDOLEtex	FWD	CPLX0-7533		76.74472378998097
INDOLEtex	REV	CPLX0-7533		76.74472378998097
INDOLEtex	FWD	CPLX0-7534		75.26768199270408
INDOLEtex	REV	CPLX0-7534		75.26768199270408
INDOLEtex	FWD	G6700-MONOMER		34.19401863135169
INDOLEtex	REV	G6700-MONOMER		34.19401863135169
INOSTt4pp	FWD	YIDK-MONOMER		46.519996915893074
INSH	FWD	EG11082-MONOMER		28.6543815720468
INSK	FWD	CPLX0-322	k(1) AND mg2(1)	64.9315784374104
INSTtex	FWD	CPLX0-7530		74.67911373302745
INSTtex	REV	CPLX0-7530		74.67911373302745
INSTtex	FWD	CPLX0-7533		76.74472378998097
INSTtex	REV	CPLX0-7533		76.74472378998097
INSTtex	FWD	CPLX0-7534		75.26768199270408
INSTtex	REV	CPLX0-7534		75.26768199270408
INSTtex	FWD	G6700-MONOMER		34.19401863135169
INSTtex	REV	G6700-MONOMER		34.19401863135169
INSt2pp	FWD	NUPG-MONOMER		37.380574950471946
INSt2rpp	FWD	XAPB-MONOMER		37.2290866550139
INSt2rpp	REV	XAPB-MONOMER		37.2290866550139
INStex	FWD	EG11035-MONOMER		29.32956569869997
INStex	REV	EG11035-MONOMER		29.32956569869997
IPDDI	FWD	IPPISOM-MONOMER	mg2(1) AND zn2(1)	20.255504546969163
IPDDI	REV	IPPISOM-MONOMER	mg2(1) AND zn2(1)	20.255504546969163
IPDDI	FWD	IPPISOM-MONOMER	mn2(1) AND zn2(1)	20.255504546969163
IPDDI	REV	IPPISOM-MONOMER	mn2(1) AND zn2(1)	20.255504546969163
IPDPS	FWD	CPLX0-7564	nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1)	50.62633962109155
IPMD	FWD	3-ISOPROPYLMALDEHYDROG-CPLX	mg2(1) AND mn2(1)	1412.8655159681207
IPPMIa	FWD	3-ISOPROPYLMALISOM-CPLX		52.162360354003006
IPPMIa	REV	3-ISOPROPYLMALISOM-CPLX		597.7001671682417
IPPMIb	FWD	3-ISOPROPYLMALISOM-CPLX		52.162360354003006
IPPMIb	REV	3-ISOPROPYLMALISOM-CPLX		597.7001671682417
IPPS	FWD	2-ISOPROPYLMALATESYN-MONOMER		1139.3670730688652
ISETACabcpp	FWD	ABC-56-CPLX		89.16555870425785
ISETACabcpp	FWD	ABC-64-CPLX		90.34053330979451
ISETACtex	FWD	CPLX0-7530		74.67911373302745
ISETACtex	REV	CPLX0-7530		74.67911373302745
ISETACtex	FWD	CPLX0-7533		76.74472378998097
ISETACtex	REV	CPLX0-7533		76.74472378998097
ISETACtex	FWD	CPLX0-7534		75.26768199270408
ISETACtex	REV	CPLX0-7534		75.26768199270408
ISETACtex	FWD	G6700-MONOMER		34.19401863135169
ISETACtex	REV	G6700-MONOMER		34.19401863135169
K2L4Aabcpp	FWD	CPLX0-7704	mg2(1)	1658.8335259257449
K2L4Aabctex	FWD	ABC-53-CPLX		1.1966611145001846
KARA1	FWD	CPLX0-7643	mg2(1)	118.5751405268015
KARA1	REV	CPLX0-7643	mg2(1)	4895.0255556030625
KARA2	FWD	CPLX0-7643		4895.0255556030625
KARA2	REV	CPLX0-7643		118.5751405268015
KAS141	FWD	3-OXOACYL-ACP-SYNTHII-CPLX		59.42287181224429
KAS141	FWD	FABB-CPLX		58.97014753501288
KAS151	FWD	CPLX0-252		49.24260175308334
KDOCT2	FWD	CPM-KDOSYNTH-MONOMER	mg2(1)	0.9607410915991448
KDOPP	FWD	KDO-8PPHOSPHAT-CPLX	mg2(1)	6.4273446950160675
KDOPS	FWD	KDO-8PSYNTH-CPLX		918.6226035489534
KG6PDC	FWD	CPLX0-7744	mg2(1)	37.82143431117158
KG6PDC	FWD	EG12285-MONOMER		22.393941643544128
Kabcpp	FWD	ATPASE-1-CPLX		92.2473747533688
Kabcpp	FWD	ATPASE-1-CPLX_no_MONOMER0-12		90.87832846013447
Kt2pp	FWD	CPLX0-7674		105.15352794884559
Kt2pp	FWD	KUP-MONOMER		50.51283248547529
Kt2pp	FWD	TRKA-MONOMER_SAPD-MONOMER_TRKG-MONOMER		86.49055195750363
Kt2pp	FWD	TRKA-MONOMER_SAPD-MONOMER_TRKH-MONOMER		86.04084575370123
Kt3pp	FWD	CHAA-MONOMER		32.91860365478804
Kt3pp	FWD	CMR-MONOMER		36.12371516715905
Kt3pp	FWD	CPLX0-7819		83.55466138428632
Kt3pp	FWD	KEFB-MONOMER		48.92081095952197
Ktex	FWD	CPLX0-7530		74.67911373302745
Ktex	REV	CPLX0-7530		74.67911373302745
Ktex	FWD	CPLX0-7533		76.74472378998097
Ktex	REV	CPLX0-7533		76.74472378998097
Ktex	FWD	CPLX0-7534		75.26768199270408
Ktex	REV	CPLX0-7534		75.26768199270408
Ktex	FWD	G6700-MONOMER		34.19401863135169
Ktex	REV	G6700-MONOMER		34.19401863135169
LA4NTpp	FWD	G7170-MONOMER		46.775797082264674
LACZ	FWD	BETAGALACTOSID-CPLX	mg2(1)	210.86716304883356
LACZpp	FWD	EG12013-MONOMER		58.0681130774553
LADGMDH	FWD	G6662-MONOMER		26.14663565400971
LALADGLUtex	FWD	CPLX0-7530		74.67911373302745
LALADGLUtex	REV	CPLX0-7530		74.67911373302745
LALADGLUtex	FWD	CPLX0-7533		76.74472378998097
LALADGLUtex	REV	CPLX0-7533		76.74472378998097
LALADGLUtex	FWD	CPLX0-7534		75.26768199270408
LALADGLUtex	REV	CPLX0-7534		75.26768199270408
LALADGLUtex	FWD	G6700-MONOMER		34.19401863135169
LALADGLUtex	REV	G6700-MONOMER		34.19401863135169
LALADGLUtpp	FWD	B0709-MONOMER		41.987294089815855
LALADGLUtpp	FWD	B1634-MONOMER		41.88849081938428
LALADGLUtpp	FWD	YHIP-MONOMER		41.64557645069155
LALADGLUtpp	FWD	YJDL-MONOMER		41.34045184982897
LALALGLUtex	FWD	CPLX0-7530		74.67911373302745
LALALGLUtex	REV	CPLX0-7530		74.67911373302745
LALALGLUtex	FWD	CPLX0-7533		76.74472378998097
LALALGLUtex	REV	CPLX0-7533		76.74472378998097
LALALGLUtex	FWD	CPLX0-7534		75.26768199270408
LALALGLUtex	REV	CPLX0-7534		75.26768199270408
LALALGLUtex	FWD	G6700-MONOMER		34.19401863135169
LALALGLUtex	REV	G6700-MONOMER		34.19401863135169
LALALGLUtpp	FWD	B0709-MONOMER		41.987294089815855
LALALGLUtpp	FWD	B1634-MONOMER		41.88849081938428
LALALGLUtpp	FWD	YHIP-MONOMER		41.64557645069155
LALALGLUtpp	FWD	YJDL-MONOMER		41.34045184982897
LALDO2x	FWD	GLYCDEH-CPLX		155.17173240071875
LALGP	FWD	CPLX0-3001		69.36627019602653
LCADi	FWD	ALD-CPLX		115.60646366299711
LCARS	FWD	LACTALDREDUCT-CPLX	fe2(1)	56.91117178352411
LCARS	REV	LACTALDREDUCT-CPLX	fe2(1)	56.91117178352411
LCTSt3ipp	FWD	B0070-MONOMER		35.13862211886041
LCTSt3ipp	FWD	B2170-MONOMER		35.15952077503022
LCTSt3ipp	FWD	YDEA-MONOMER		35.0311724608553
LCTStex	FWD	CPLX0-7530		74.67911373302745
LCTStex	REV	CPLX0-7530		74.67911373302745
LCTStex	FWD	CPLX0-7533		76.74472378998097
LCTStex	REV	CPLX0-7533		76.74472378998097
LCTStex	FWD	CPLX0-7534		75.26768199270408
LCTStex	REV	CPLX0-7534		75.26768199270408
LCTStex	FWD	G6700-MONOMER		34.19401863135169
LCTStex	REV	G6700-MONOMER		34.19401863135169
LCTStpp	FWD	LACY-MONOMER		37.45129117625513
LCTStpp	REV	LACY-MONOMER		37.45129117625513
LDH_D2	FWD	DLACTDEHYDROGFAD-MONOMER	fad(1)	47.920954529163254
LDH_D	FWD	DLACTDEHYDROGFAD-MONOMER	fad(1)	47.920954529163254
LDH_D	REV	DLACTDEHYDROGFAD-MONOMER	fad(1)	47.920954529163254
LDH_D	FWD	DLACTDEHYDROGNAD-MONOMER		31.239937876969755
LDH_D	REV	DLACTDEHYDROGNAD-MONOMER		31.239937876969755
LEUTAi	FWD	BRANCHED-CHAINAMINOTRANSFER-CPLX	pydx5p(6)	113.71032248595425
LEUTAi	FWD	BRANCHED-CHAINAMINOTRANSFER-CPLX	pydx5p(1)	113.71032248595425
LEUTAi	FWD	TYRB-DIMER	pydx5p(1)	59.93084196639216
LEUabcpp	FWD	ABC-15-CPLX		100.32711588608652
LEUabcpp	FWD	ABC-304-CPLX		100.45815255674317
LEUt2rpp	FWD	BRNQ-MONOMER		37.27074930853209
LEUt2rpp	REV	BRNQ-MONOMER		37.27074930853209
LEUtex	FWD	CPLX0-7530		74.67911373302745
LEUtex	REV	CPLX0-7530		74.67911373302745
LEUtex	FWD	CPLX0-7533		76.74472378998097
LEUtex	REV	CPLX0-7533		76.74472378998097
LEUtex	FWD	CPLX0-7534		75.26768199270408
LEUtex	REV	CPLX0-7534		75.26768199270408
LEUtex	FWD	G6700-MONOMER		34.19401863135169
LEUtex	REV	G6700-MONOMER		34.19401863135169
LGTHL	FWD	GLYOXI-CPLX	ni2(1)	26.82257289983752
LIPACabcpp	FWD	CPLX0-7704	mg2(1)	80.46349695540525
LIPAHT2ex	FWD	CPLX0-1581		35.62792828575259
LIPAHTex	FWD	CPLX0-1581		35.62792828575259
LIPATPT	FWD	EG11796-MONOMER		32.13046196262128
LIPAabcpp	FWD	CPLX0-7704	mg2(1)	80.46349695540525
LIPAabctex	FWD	ABC-53-CPLX		101.33633471925427
LIPOtex	FWD	CPLX0-7530		74.67911373302745
LIPOtex	REV	CPLX0-7530		74.67911373302745
LIPOtex	FWD	CPLX0-7533		76.74472378998097
LIPOtex	REV	CPLX0-7533		76.74472378998097
LIPOtex	FWD	CPLX0-7534		75.26768199270408
LIPOtex	REV	CPLX0-7534		75.26768199270408
LIPOtex	FWD	G6700-MONOMER		34.19401863135169
LIPOtex	REV	G6700-MONOMER		34.19401863135169
LPADSS	FWD	CPLX0-7415		36.329158882746455
LPLIPAL1A120pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1A140pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1A141pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1A160pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1A161pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1A180pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1A181pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1E120pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1E140pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1E141pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1E160pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1E161pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1E180pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1E181pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1G120pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1G140pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1G141pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1G160pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1G161pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1G180pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL1G181pp	FWD	CPLX0-7630	ca2(1)	63.711358755484795
LPLIPAL2A120	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2A140	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2A141	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2A160	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2A161	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2A180	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2A181	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2ATE120	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2ATE140	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2ATE141	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2ATE160	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2ATE161	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2ATE180	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2ATE181	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2ATG120	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2ATG140	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2ATG141	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2ATG160	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2ATG161	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2ATG180	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2ATG181	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2E120	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2E140	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2E141	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2E160	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2E161	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2E180	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2E181	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2G120	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2G140	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2G141	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2G160	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2G161	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2G180	FWD	EG10739-MONOMER		32.801742924464186
LPLIPAL2G181	FWD	EG10739-MONOMER		32.801742924464186
LSERDHr	FWD	CPLX0-1962		70.90878316307881
LSERDHr	REV	CPLX0-1962		70.90878316307881
LYSDC	FWD	LDC2-CPLX	pydx5p(1)	318.02706677059723
LYSDC	FWD	LYSDECARBOX-CPLX	pydx5p(1)	320.04133186456454
LYSabcpp	FWD	ABC-3-CPLX		84.10942860708552
LYSt2pp	FWD	LYSP-MONOMER		41.646549134060514
LYSt3pp	FWD	YGGA-MONOMER		22.209440438508402
LYStex	FWD	CPLX0-7530		74.67911373302745
LYStex	REV	CPLX0-7530		74.67911373302745
LYStex	FWD	CPLX0-7533		76.74472378998097
LYStex	REV	CPLX0-7533		76.74472378998097
LYStex	FWD	CPLX0-7534		75.26768199270408
LYStex	REV	CPLX0-7534		75.26768199270408
LYStex	FWD	G6700-MONOMER		34.19401863135169
LYStex	REV	G6700-MONOMER		34.19401863135169
LYXI	FWD	CPLX0-7652		107.07779937280782
LYXt2pp	FWD	RHAT-MONOMER		31.756607079531307
LYXtex	FWD	CPLX0-7530		74.67911373302745
LYXtex	REV	CPLX0-7530		74.67911373302745
LYXtex	FWD	CPLX0-7533		76.74472378998097
LYXtex	REV	CPLX0-7533		76.74472378998097
LYXtex	FWD	CPLX0-7534		75.26768199270408
LYXtex	REV	CPLX0-7534		75.26768199270408
LYXtex	FWD	G6700-MONOMER		34.19401863135169
LYXtex	REV	G6700-MONOMER		34.19401863135169
L__LACD2	FWD	G6176-MONOMER_G6177-MONOMER_G6178-MONOMER		68.60854812104652
L__LACD2	FWD	L-LACTDEHYDROGFMN-MONOMER	fmn(1)	35.14099184519246
L__LACD3	FWD	G6176-MONOMER_G6177-MONOMER_G6178-MONOMER		68.60854812104652
L__LACD3	FWD	L-LACTDEHYDROGFMN-MONOMER	fmn(1)	35.14099184519246
L__LACt2rpp	FWD	B2975-MONOMER		44.72682725981757
L__LACt2rpp	REV	B2975-MONOMER		44.72682725981757
L__LACt2rpp	FWD	LCTP-MONOMER		44.86741546344525
L__LACt2rpp	REV	LCTP-MONOMER		44.86741546344525
L__LACtex	FWD	CPLX0-7530		74.67911373302745
L__LACtex	REV	CPLX0-7530		74.67911373302745
L__LACtex	FWD	CPLX0-7533		76.74472378998097
L__LACtex	REV	CPLX0-7533		76.74472378998097
L__LACtex	FWD	CPLX0-7534		75.26768199270408
L__LACtex	REV	CPLX0-7534		75.26768199270408
L__LACtex	FWD	G6700-MONOMER		34.19401863135169
L__LACtex	REV	G6700-MONOMER		34.19401863135169
M1PD	FWD	MANNPDEHYDROG-MONOMER		34.149340603739574
M1PD	REV	MANNPDEHYDROG-MONOMER		34.149340603739574
MACPD1	FWD	FABB-CPLX		58.97014753501288
MALCOAMT	FWD	EG10119-MONOMER		25.78104099365945
MALDDH	FWD	G6986-MONOMER	k(1) AND mg2(1)	33.63464521288637
MALDt2_2pp	FWD	DCTA-MONOMER		36.803567049100316
MALDtex	FWD	CPLX0-7530		74.67911373302745
MALDtex	REV	CPLX0-7530		74.67911373302745
MALDtex	FWD	CPLX0-7533		76.74472378998097
MALDtex	REV	CPLX0-7533		76.74472378998097
MALDtex	FWD	CPLX0-7534		75.26768199270408
MALDtex	REV	CPLX0-7534		75.26768199270408
MALDtex	FWD	G6700-MONOMER		34.19401863135169
MALDtex	REV	G6700-MONOMER		34.19401863135169
MALS	FWD	MALATE-SYNTHASE		45.48274504594718
MALS	FWD	MALSYNG-MONOMER	mg2(1)	56.507381789442434
MALTATr	FWD	MALTACETYLTRAN-CPLX		33.551388632959004
MALTATr	REV	MALTACETYLTRAN-CPLX		33.551388632959004
MALTHXabcpp	FWD	ABC-16-CPLX		117.90076757745126
MALTHXtexi	FWD	CPLX0-7655		89.9906082896791
MALTPTabcpp	FWD	ABC-16-CPLX		117.90076757745126
MALTPTtexi	FWD	CPLX0-7655		89.9906082896791
MALTTRabcpp	FWD	ABC-16-CPLX		117.90076757745126
MALTTRtexi	FWD	CPLX0-7655		89.9906082896791
MALTTTRabcpp	FWD	ABC-16-CPLX		117.90076757745126
MALTTTRtexi	FWD	CPLX0-7655		89.9906082896791
MALTabcpp	FWD	ABC-16-CPLX		117.90076757745126
MALTptspp	FWD	CPLX-164		139.1587619778826
MALTtexi	FWD	CPLX0-7655		89.9906082896791
MALt2_2pp	FWD	DCTA-MONOMER		36.803567049100316
MALt2_3pp	FWD	DCUA-MONOMER		36.99202877379554
MALt2_3pp	FWD	DCUB-MONOMER		38.30951881789788
MALtex	FWD	CPLX0-7530		74.67911373302745
MALtex	REV	CPLX0-7530		74.67911373302745
MALtex	FWD	CPLX0-7533		76.74472378998097
MALtex	REV	CPLX0-7533		76.74472378998097
MALtex	FWD	CPLX0-7534		75.26768199270408
MALtex	REV	CPLX0-7534		75.26768199270408
MALtex	FWD	G6700-MONOMER		34.19401863135169
MALtex	REV	G6700-MONOMER		34.19401863135169
MAN1PT2	FWD	MANNPGUANYLTRANGDP-MONOMER		41.305034289142
MAN6PI	FWD	MANNPISOM-MONOMER		35.209851106189056
MAN6PI	REV	MANNPISOM-MONOMER		35.209851106189056
MAN6Pt6_2pp	FWD	UHPT-MONOMER		39.90393046067939
MAN6Ptex	FWD	CPLX0-7530		74.67911373302745
MAN6Ptex	REV	CPLX0-7530		74.67911373302745
MAN6Ptex	FWD	CPLX0-7533		76.74472378998097
MAN6Ptex	REV	CPLX0-7533		76.74472378998097
MAN6Ptex	FWD	CPLX0-7534		75.26768199270408
MAN6Ptex	REV	CPLX0-7534		75.26768199270408
MAN6Ptex	FWD	G6700-MONOMER		34.19401863135169
MAN6Ptex	REV	G6700-MONOMER		34.19401863135169
MANAO	FWD	MANNONOXIDOREDUCT-MONOMER		41.63670823811246
MANAO	REV	MANNONOXIDOREDUCT-MONOMER		41.63670823811246
MANGLYCptspp	FWD	CPLX-163		142.20523666844747
MANGLYCtex	FWD	CPLX0-7530		74.67911373302745
MANGLYCtex	REV	CPLX0-7530		74.67911373302745
MANGLYCtex	FWD	CPLX0-7533		76.74472378998097
MANGLYCtex	REV	CPLX0-7533		76.74472378998097
MANGLYCtex	FWD	CPLX0-7534		75.26768199270408
MANGLYCtex	REV	CPLX0-7534		75.26768199270408
MANGLYCtex	FWD	G6700-MONOMER		34.19401863135169
MANGLYCtex	REV	G6700-MONOMER		34.19401863135169
MANPGH	FWD	EG13236-MONOMER		66.50362377792392
MANptspp	FWD	CPLX-165		135.2742333717016
MANtex	FWD	CPLX0-7530		74.67911373302745
MANtex	REV	CPLX0-7530		74.67911373302745
MANtex	FWD	CPLX0-7533		76.74472378998097
MANtex	REV	CPLX0-7533		76.74472378998097
MANtex	FWD	CPLX0-7534		75.26768199270408
MANtex	REV	CPLX0-7534		75.26768199270408
MANtex	FWD	G6700-MONOMER		34.19401863135169
MANtex	REV	G6700-MONOMER		34.19401863135169
MCITD	FWD	G6199-MONOMER		41.85730658728925
MCITL2	FWD	CPLX0-1021	mg2(1)	80.25123383541765
MCITL2	REV	CPLX0-1021	mg2(1)	80.25123383541765
MCITS	FWD	CPLX0-251		59.48651124886415
MCOATA1	FWD	MALONYL-COA-ACP-TRANSACYL-MONOMER		960.847623708056
MCOATA1	REV	MALONYL-COA-ACP-TRANSACYL-MONOMER		28.558152170318905
MCPST	FWD	EG11600-MONOMER		27.48168479589233
MCTP1App	FWD	CPLX0-3951		62.09717986650268
MCTP1App	FWD	CPLX0-7717		106.46466763326696
MCTP1App	FWD	EG10341-MONOMER		47.52771660812791
MCTP1App	FWD	EG10606-MONOMER		51.36366619118756
MCTP1Bpp	FWD	CPLX0-3951		107.03695346113311
MCTP1Bpp	FWD	CPLX0-7717		106.46466763326696
MCTP2App	FWD	CPLX0-3951		107.03695346113311
MCTP2App	FWD	CPLX0-7717		106.46466763326696
MCTP2App	FWD	EG10341-MONOMER		47.52771660812791
MCTP2App	FWD	EG10606-MONOMER		51.36366619118756
MDDCP1pp	FWD	EG10201-MONOMER		36.197032767498214
MDDCP1pp	FWD	EG10202-MONOMER		40.606183412836316
