reaction,keff,complex,mods
GLYOX,25.881613759343658,GLYOXII-MONOMER,zn2(1)
GLYOX3,65,CPLX_dummy,
GLYt2pp,41.23957888048175,YEAV-MONOMER,
GLYt2rpp,65,CPLX_dummy,
GLYt4pp,40.526550816674735,YAAJ-MONOMER,
GLYtex,34.19401863135169,G6700-MONOMER,
GMAND,58.383896254809805,GDPMANDEHYDRA-CPLX,nadp(1)
GMHEPAT,67.53430972799815,CPLX0-3661,
GMHEPK,67.53430972799815,CPLX0-3661,
GMHEPPA,20.830392931931232,EG11736-MONOMER,mg2(1)
GMPR,89.9073351714863,GMP-REDUCT-CPLX,
GMPS2,3.9668606621309626,GMP-SYN-CPLX,mg2(1)
GMPtex,34.19401863135169,G6700-MONOMER,
GND,67.95836578267247,6PGLUCONDEHYDROG-CPLX,
GNK,44.53164118507124,GLUCONOKINII-CPLX,mg2(1)
GOFUCR,52.120169063721505,CPLX0-3881,
GP4GH,27.813921960861514,EG10048-MONOMER,
GPDDA1,25.183003888509514,GLYCPDIESTER-CYTO-MONOMER,mg2(1)
GPDDA1pp,57.12206628095565,GLYCPDIESTER-PERI-CPLX,ca2(1)
GPDDA2,25.183003888509514,GLYCPDIESTER-CYTO-MONOMER,mg2(1)
GPDDA2pp,57.12206628095565,GLYCPDIESTER-PERI-CPLX,ca2(1)
GPDDA3,25.183003888509514,GLYCPDIESTER-CYTO-MONOMER,mg2(1)
GPDDA3pp,57.12206628095565,GLYCPDIESTER-PERI-CPLX,ca2(1)
GPDDA4,25.183003888509514,GLYCPDIESTER-CYTO-MONOMER,mg2(1)
GPDDA4pp,57.12206628095565,GLYCPDIESTER-PERI-CPLX,ca2(1)
GPDDA5,25.183003888509514,GLYCPDIESTER-CYTO-MONOMER,mg2(1)
GPDDA5pp,57.12206628095565,GLYCPDIESTER-PERI-CPLX,ca2(1)
GRTT,28.388305913993406,FPPSYN-MONOMER,mg2(1)
GSNK,0.3602567873363685,CPLX0-322,k(1) AND mg2(1)
GSNt2pp,37.380574950471946,NUPG-MONOMER,
GSNtex,34.19401863135169,G6700-MONOMER,
GSPMDA,86.05553895043992,GSP-CPLX,
GSPMDS,86.05553895043992,GSP-CPLX,mg2(1)
GTHOXtex,34.19401863135169,G6700-MONOMER,
GTHOr,42.37176166766698,GLUTATHIONE-REDUCT-NADPH-CPLX,fad(1)
GTHPi,20.223803987640466,BTUE-MONOMER,
GTHRDHpp,46.3286166981527,EG10374-MONOMER,
GTHRDabc2pp,134.57003878554306,ABC-6-CPLX,
GTHRDabcpp,136.05876549859656,ABC-49-CPLX,
GTHRDtex,34.19401863135169,G6700-MONOMER,
GTHS,86.58602699100729,GLUTATHIONE-SYN-CPLX,mg2(1)
GTPCI,0.01,FOLE-CPLX,zn2(1)
GTPCII2,0.01,GTP-CYCLOHYDRO-II-CPLX,mg2(1)
GTPDPDP,71.29455945710282,PPPGPPHYDRO-CPLX,nh4(1) AND mg2(1)
GTPDPK,58.28386128242783,RELA-MONOMER,
GTPHs,65,,
GTPtex,34.19401863135169,G6700-MONOMER,
GUACYC,65,CPLX_dummy,
GUAD,39.67921372408252,G7502-MONOMER,zn2(1)
GUAPRT,56.45643655226412,CPLX0-7685,
GUAt2pp,38.86687550524414,YICE-MONOMER,
GUAtex,29.32956569869997,EG11035-MONOMER,
GUAtpp,65,CPLX_dummy,
GUI1,41.87383479283273,UXAC-MONOMER,zn2(1)
GUI2,41.87383479283273,UXAC-MONOMER,
GUR1PPpp,65,CPLX_dummy,
H2O2tex,34.19401863135169,G6700-MONOMER,
H2Otex,65,,
H2Otpp,63.874513324754005,CPLX0-7653,
H2SO,65,CPLX_dummy,
H2St1pp,65,,
H2Stex,34.19401863135169,G6700-MONOMER,
H2tex,34.19401863135169,G6700-MONOMER,
H2tpp,65,,
HACD1,54.710480168893135,CPLX0-1666,
HACD2,54.710480168893135,CPLX0-1666,
HACD3,54.710480168893135,CPLX0-1666,
HACD4,54.710480168893135,CPLX0-1666,
HACD5,54.710480168893135,CPLX0-1666,
HACD6,54.710480168893135,CPLX0-1666,
HACD7,54.710480168893135,CPLX0-1666,
HACD8,54.710480168893135,CPLX0-1666,
HADPCOADH3,40.55923150470793,G6716-MONOMER,
HBZOPT,28.630651483039266,4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER,mg2(1)
HCINNMt2rpp,34.418769540063785,MHPT-MONOMER,
HCINNMtex,34.19401863135169,G6700-MONOMER,
HCO3E,30.81574664889814,CPLX0-7521,zn2(1)
HCYSMT,29.219268897202827,MMUM-MONOMER,
HCYSMT2,29.219268897202827,MMUM-MONOMER,
HDCAtexi,38.80400202195835,EG10280-MONOMER,
HDCEAtexi,38.80400202195835,EG10280-MONOMER,
HEMEOS,28.459874123077284,HEMEOSYN-MONOMER,mg2(1)
HEPK1,27.547875090734504,EG11340-MONOMER,
HEPK2,25.230221258576243,EG11425-MONOMER,
HEPT1,30.61082750767121,EG11189-MONOMER,
HEPT2,32.84208641824604,EG12210-MONOMER,
HEPT3,32.64465003339663,EG11341-MONOMER,
HEPT4,34.52781667380881,EG11423-MONOMER,
HETZK,25.130262061939817,THZ-KIN-MONOMER,
HEX1,30.072437778489313,GLUCOKIN-MONOMER,
HEX4,65,CPLX_dummy,
HEX7,28.614705964156748,EG11288-MONOMER,
HEXt2rpp,38.065525818758914,EG11671-MONOMER,
HG2abcpp,54.57650805762166,YHHO-MONOMER,
HG2t3pp,48.60174271918431,CPLX0-7641,
HG2tex,34.19401863135169,G6700-MONOMER,
HISTD,0.5705596605578321,HISTDEHYD-CPLX,mn2(1)
HISTP,3.943503134015426,IMIDHISTID-CPLX,mg2(1)
HISabcpp,84.33571323995085,ABC-14-CPLX,
HISt2rpp,39.35881113190026,AROP-MONOMER,
HIStex,34.19401863135169,G6700-MONOMER,
HKNDDH,28.673885944223635,MHPCHYDROL-MONOMER,
HKNTDH,28.673885944223635,MHPCHYDROL-MONOMER,
HMBS,19.350730070858276,OHMETHYLBILANESYN-MONOMER,dpm(1)
HMPK1,73.59679669983734,HMP-P-KIN-CPLX,
HOMt2pp,27.73843300438567,EG12134-MONOMER,
HOMtex,34.19401863135169,G6700-MONOMER,
HOPNTAL,31.19798842967627,MHPELY-MONOMER,
HPPK2,18.42433870975459,H2PTERIDINEPYROPHOSPHOKIN-MONOMER,mg2(1)
HPPPNDO,84.07758417705469,DHPDIOXYGEN-CPLX,
HPPPNt2rpp,34.418769540063785,MHPT-MONOMER,
HPPPNtex,34.19401863135169,G6700-MONOMER,
HPYRI,44.60691101875724,CPLX-171,
HPYRRx,30.476708266813816,G6539-MONOMER,
HPYRRy,30.476708266813816,G6539-MONOMER,
HSDy,172.51604614780567,ASPKINIHOMOSERDEHYDROGI-CPLX,
HSK,6.956759450960204,HOMOSERKIN-CPLX,k(1) AND mg2(1)
HSST,1.711229006982593,HOMSUCTRAN-CPLX,
HSTPT,0.9406350866861712,HISTPHOSTRANS-CPLX,pydx5p(1)
HXAND,80.85494232207138,CPLX0-761,
HXAtex,34.19401863135169,G6700-MONOMER,
HXCT,62.92986079469866,ACETOACETYL-COA-TRANSFER-CPLX,
HXPRT,56.45643655226412,CPLX0-7685,
HYD1pp,83.06105353022812,FORMHYDROGI-CPLX,ni2(1) AND 4fe4s(1)
HYD2pp,83.06105353022812,FORMHYDROGI-CPLX,ni2(1) AND 4fe4s(1)
HYD3pp,83.06105353022812,FORMHYDROGI-CPLX,ni2(1) AND 4fe4s(1)
HYPOE,65,CPLX_dummy,
HYXNtex,34.19401863135169,G6700-MONOMER,
HYXNtpp,65,CPLX_dummy,
Htex,34.19401863135169,G6700-MONOMER,
ICDHyr,3000.0,ISOCITHASE-CPLX,mn2(1)
ICHORS,65.26005442178987,MENF-CPLX,mg2(1)
ICHORSi,35.26209113827476,ENTC-MONOMER,mg2(1)
ICHORT,95.78857145614398,APO-ENTB,
ICL,107.6292136779105,ISOCIT-LYASE,mn2(1)
IDOND,31.633738157022265,IDONDEHYD-MONOMER,
IDOND2,31.633738157022265,IDONDEHYD-MONOMER,
IDONt2rpp,37.16633850116184,YJGT-MONOMER,
IDONtex,34.19401863135169,G6700-MONOMER,
IG3PS,0.44614325711903935,GLUTAMIDOTRANS-CPLX,
IGPDH,3.943503134015426,IMIDHISTID-CPLX,mg2(1)
IGPS,1.1860735182174997,PRAI-IGPS,
ILETA,113.71032248595425,BRANCHED-CHAINAMINOTRANSFER-CPLX,pydx5p(1)
ILEabcpp,100.32711588608652,ABC-15-CPLX,
ILEt2rpp,37.27074930853209,BRNQ-MONOMER,
ILEtex,34.19401863135169,G6700-MONOMER,
IMPC,43.806800659629275,AICARTRANSIMPCYCLO-CPLX,
IMPD,4.869660454307277,IMP-DEHYDROG-CPLX,
IMPtex,34.19401863135169,G6700-MONOMER,
INDOLEt2pp,114.5558357245992,CPLX0-2141,
INDOLEt2rpp,36.133270058641536,MTR-MONOMER,
INDOLEtex,34.19401863135169,G6700-MONOMER,
INOSTt4pp,46.519996915893074,YIDK-MONOMER,
INSH,28.6543815720468,EG11082-MONOMER,
INSK,64.9315784374104,CPLX0-322,k(1) AND mg2(1)
INSTtex,34.19401863135169,G6700-MONOMER,
INSt2pp,37.380574950471946,NUPG-MONOMER,
INSt2rpp,37.2290866550139,XAPB-MONOMER,
INStex,29.32956569869997,EG11035-MONOMER,
IPDDI,20.255504546969163,IPPISOM-MONOMER,mn2(1) AND zn2(1)
IPDPS,50.62633962109155,CPLX0-7564,nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1)
IPMD,1412.8655159681207,3-ISOPROPYLMALDEHYDROG-CPLX,mg2(1) AND mn2(1)
IPPMIa,52.162360354003006,3-ISOPROPYLMALISOM-CPLX,
IPPMIb,52.162360354003006,3-ISOPROPYLMALISOM-CPLX,
IPPS,1139.3670730688652,2-ISOPROPYLMALATESYN-MONOMER,
ISETACabcpp,90.34053330979451,ABC-64-CPLX,
ISETACtex,34.19401863135169,G6700-MONOMER,
K2L4Aabcpp,1658.8335259257449,CPLX0-7704,mg2(1)
K2L4Aabctex,1.1966611145001846,ABC-53-CPLX,
KARA1,118.5751405268015,CPLX0-7643,mg2(1)
KARA2,3000.0,CPLX0-7643,
KDOCT2,0.9607410915991448,CPM-KDOSYNTH-MONOMER,mg2(1)
KDOPP,6.4273446950160675,KDO-8PPHOSPHAT-CPLX,mg2(1)
KDOPS,918.6226035489534,KDO-8PSYNTH-CPLX,
KG6PDC,22.393941643544128,EG12285-MONOMER,
Kabcpp,90.87832846013447,ATPASE-1-CPLX_no_MONOMER0-12,
Kt2pp,86.49055195750363,TRKA-MONOMER_SAPD-MONOMER_TRKG-MONOMER,
Kt3pp,48.92081095952197,KEFB-MONOMER,
Ktex,34.19401863135169,G6700-MONOMER,
L__LACD2,35.14099184519246,L-LACTDEHYDROGFMN-MONOMER,fmn(1)
L__LACD3,35.14099184519246,L-LACTDEHYDROGFMN-MONOMER,fmn(1)
L__LACt2rpp,44.86741546344525,LCTP-MONOMER,
L__LACtex,34.19401863135169,G6700-MONOMER,
LA4NTpp,46.775797082264674,G7170-MONOMER,
LACZ,210.86716304883356,BETAGALACTOSID-CPLX,mg2(1)
LACZpp,58.0681130774553,EG12013-MONOMER,
LADGMDH,26.14663565400971,G6662-MONOMER,
LALADGLUtex,34.19401863135169,G6700-MONOMER,
LALADGLUtpp,41.987294089815855,B0709-MONOMER,
LALALGLUtex,34.19401863135169,G6700-MONOMER,
LALALGLUtpp,41.987294089815855,B0709-MONOMER,
LALDO2x,155.17173240071875,GLYCDEH-CPLX,
LALDO3,65,CPLX_dummy,
LALGP,69.36627019602653,CPLX0-3001,
LCADi,115.60646366299711,ALD-CPLX,
LCARR,65,CPLX_dummy,
LCARS,56.91117178352411,LACTALDREDUCT-CPLX,fe2(1)
LCTSt3ipp,35.13862211886041,B0070-MONOMER,
LCTStex,34.19401863135169,G6700-MONOMER,
LCTStpp,37.45129117625513,LACY-MONOMER,
LDH_D,47.920954529163254,DLACTDEHYDROGFAD-MONOMER,fad(1)
LDH_D2,47.920954529163254,DLACTDEHYDROGFAD-MONOMER,fad(1)
LEUTAi,113.71032248595425,BRANCHED-CHAINAMINOTRANSFER-CPLX,pydx5p(1)
LEUabcpp,100.45815255674317,ABC-304-CPLX,
LEUt2rpp,37.27074930853209,BRNQ-MONOMER,
LEUtex,34.19401863135169,G6700-MONOMER,
LGTHL,26.82257289983752,GLYOXI-CPLX,ni2(1)
LIPACabcpp,80.46349695540525,CPLX0-7704,mg2(1)
LIPAHT2ex,35.62792828575259,CPLX0-1581,
LIPAHTex,35.62792828575259,CPLX0-1581,
LIPATPT,32.13046196262128,EG11796-MONOMER,
LIPAabcpp,80.46349695540525,CPLX0-7704,mg2(1)
LIPAabctex,101.33633471925427,ABC-53-CPLX,
LIPOt2pp,65,CPLX_dummy,
LIPOtex,34.19401863135169,G6700-MONOMER,
LPADSS,36.329158882746455,CPLX0-7415,
LPLIPAL1A120pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1A140pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1A141pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1A160pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1A161pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1A180pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1A181pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1E120pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1E140pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1E141pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1E160pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1E161pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1E180pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1E181pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1G120pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1G140pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1G141pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1G160pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1G161pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1G180pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL1G181pp,63.711358755484795,CPLX0-7630,ca2(1)
LPLIPAL2A120,32.801742924464186,EG10739-MONOMER,
LPLIPAL2A140,32.801742924464186,EG10739-MONOMER,
LPLIPAL2A141,32.801742924464186,EG10739-MONOMER,
LPLIPAL2A160,32.801742924464186,EG10739-MONOMER,
LPLIPAL2A161,32.801742924464186,EG10739-MONOMER,
LPLIPAL2A180,32.801742924464186,EG10739-MONOMER,
LPLIPAL2A181,32.801742924464186,EG10739-MONOMER,
LPLIPAL2ATE120,32.801742924464186,EG10739-MONOMER,
LPLIPAL2ATE140,32.801742924464186,EG10739-MONOMER,
LPLIPAL2ATE141,32.801742924464186,EG10739-MONOMER,
LPLIPAL2ATE160,32.801742924464186,EG10739-MONOMER,
LPLIPAL2ATE161,32.801742924464186,EG10739-MONOMER,
LPLIPAL2ATE180,32.801742924464186,EG10739-MONOMER,
LPLIPAL2ATE181,32.801742924464186,EG10739-MONOMER,
LPLIPAL2ATG120,32.801742924464186,EG10739-MONOMER,
LPLIPAL2ATG140,32.801742924464186,EG10739-MONOMER,
LPLIPAL2ATG141,32.801742924464186,EG10739-MONOMER,
LPLIPAL2ATG160,32.801742924464186,EG10739-MONOMER,
LPLIPAL2ATG161,32.801742924464186,EG10739-MONOMER,
LPLIPAL2ATG180,32.801742924464186,EG10739-MONOMER,
LPLIPAL2ATG181,32.801742924464186,EG10739-MONOMER,
LPLIPAL2E120,32.801742924464186,EG10739-MONOMER,
LPLIPAL2E140,32.801742924464186,EG10739-MONOMER,
LPLIPAL2E141,32.801742924464186,EG10739-MONOMER,
LPLIPAL2E160,32.801742924464186,EG10739-MONOMER,
LPLIPAL2E161,32.801742924464186,EG10739-MONOMER,
LPLIPAL2E180,32.801742924464186,EG10739-MONOMER,
LPLIPAL2E181,32.801742924464186,EG10739-MONOMER,
LPLIPAL2G120,32.801742924464186,EG10739-MONOMER,
LPLIPAL2G140,32.801742924464186,EG10739-MONOMER,
LPLIPAL2G141,32.801742924464186,EG10739-MONOMER,
LPLIPAL2G160,32.801742924464186,EG10739-MONOMER,
LPLIPAL2G161,32.801742924464186,EG10739-MONOMER,
LPLIPAL2G180,32.801742924464186,EG10739-MONOMER,
LPLIPAL2G181,32.801742924464186,EG10739-MONOMER,
LSERDHr,70.90878316307881,CPLX0-1962,
LYSDC,320.04133186456454,LYSDECARBOX-CPLX,pydx5p(1)
LYSabcpp,84.10942860708552,ABC-3-CPLX,
LYSt2pp,41.646549134060514,LYSP-MONOMER,
LYSt3pp,22.209440438508402,YGGA-MONOMER,
LYStex,34.19401863135169,G6700-MONOMER,
LYXI,107.07779937280782,CPLX0-7652,
LYXt2pp,31.756607079531307,RHAT-MONOMER,
LYXtex,34.19401863135169,G6700-MONOMER,
M1PD,34.149340603739574,MANNPDEHYDROG-MONOMER,
MALCOAMT,25.78104099365945,EG10119-MONOMER,
MALDDH,33.63464521288637,G6986-MONOMER,k(1) AND mg2(1)
MALDt2_2pp,36.803567049100316,DCTA-MONOMER,
MALDtex,34.19401863135169,G6700-MONOMER,
MALS,45.48274504594718,MALATE-SYNTHASE,
MALTATr,33.551388632959004,MALTACETYLTRAN-CPLX,
MALTHXabcpp,117.90076757745126,ABC-16-CPLX,
MALTHXtexi,89.9906082896791,CPLX0-7655,
MALTPTabcpp,117.90076757745126,ABC-16-CPLX,
MALTPTtexi,89.9906082896791,CPLX0-7655,
MALTTRabcpp,117.90076757745126,ABC-16-CPLX,
MALTTRtexi,89.9906082896791,CPLX0-7655,
MALTTTRabcpp,117.90076757745126,ABC-16-CPLX,
MALTTTRtexi,89.9906082896791,CPLX0-7655,
MALTabcpp,117.90076757745126,ABC-16-CPLX,
MALTptspp,139.1587619778826,CPLX-164,
MALTtexi,89.9906082896791,CPLX0-7655,
MALt2_2pp,36.803567049100316,DCTA-MONOMER,
MALt2_3pp,36.99202877379554,DCUA-MONOMER,
MALt3pp,65,CPLX_dummy,
MALtex,34.19401863135169,G6700-MONOMER,
MAN1PT2,41.305034289142,MANNPGUANYLTRANGDP-MONOMER,
MAN6PI,35.209851106189056,MANNPISOM-MONOMER,
MAN6Pt6_2pp,39.90393046067939,UHPT-MONOMER,
MAN6Ptex,34.19401863135169,G6700-MONOMER,
MANAO,41.63670823811246,MANNONOXIDOREDUCT-MONOMER,
MANGLYCptspp,142.20523666844747,CPLX-163,
MANGLYCtex,34.19401863135169,G6700-MONOMER,
MANPGH,66.50362377792392,EG13236-MONOMER,
MANptspp,135.2742333717016,CPLX-165,
MANtex,34.19401863135169,G6700-MONOMER,
MCITD,41.85730658728925,G6199-MONOMER,
MCITL2,80.25123383541765,CPLX0-1021,mg2(1)
MCITS,59.48651124886415,CPLX0-251,
MCPST,27.48168479589233,EG11600-MONOMER,
MCTP1App,51.36366619118756,EG10606-MONOMER,
MCTP1Bpp,107.03695346113311,CPLX0-3951,
MCTP2App,51.36366619118756,EG10606-MONOMER,
MDDCP1pp,36.197032767498214,EG10201-MONOMER,
MDDCP2pp,36.197032767498214,EG10201-MONOMER,
MDDCP3pp,36.197032767498214,EG10201-MONOMER,
MDDCP4pp,36.197032767498214,EG10201-MONOMER,
MDDCP5pp,36.197032767498214,EG10201-MONOMER,
MDDEP1pp,45.48443532930979,CPLX0-3201,
MDDEP2pp,45.48443532930979,CPLX0-3201,
MDDEP3pp,45.48443532930979,CPLX0-3201,
MDDEP4pp,45.48443532930979,CPLX0-3201,
MDH,95.8955965402,MALATE-DEHASE,
MDH2,22.7326350979,EG12069-MONOMER,fad(1)
MDH3,45.46527019584443,EG12069-MONOMER,fad(1)
ME1,133.3027956376642,MALIC-NAD-CPLX,mn2(1)
ME2,220.50346445606982,MALIC-NADP-CPLX,mg2(1)
MECDPS,0.047130584269261075,CPLX0-721,mn2(1)
MELIBt2pp,40.85151928227423,MELB-MONOMER,
MELIBt3ipp,35.0311724608553,YDEA-MONOMER,
MELIBtex,34.19401863135169,G6700-MONOMER,
MEOHtex,34.19401863135169,G6700-MONOMER,
MEOHtrpp,65,,
MEPCT,0.01,CPLX0-234,mg2(1)
METAT,3000.0,S-ADENMETSYN-CPLX,tl(4) AND ca2(1)
METDabcpp,80.13073259279925,METNIQ-METHIONINE-ABC-CPLX,
METDtex,34.19401863135169,G6700-MONOMER,
METOX1s,65,,
METOX2s,65,,
METS,58.6951270868921,HOMOCYSMET-MONOMER,zn2(1)
METSOX1abcpp,65,CPLX_dummy,
METSOX1tex,34.19401863135169,G6700-MONOMER,
METSOX2abcpp,65,CPLX_dummy,
METSOX2tex,34.19401863135169,G6700-MONOMER,
METabcpp,80.13073259279925,METNIQ-METHIONINE-ABC-CPLX,
METtex,34.19401863135169,G6700-MONOMER,
MG2t3_2pp,65,CPLX_dummy,
MG2tex,34.19401863135169,G6700-MONOMER,
MG2tpp,31.26739885365948,CORA-MONOMER,
MG2uabcpp,66.23231391174049,MGTA-MONOMER,
MGSA,67.20659140624524,METHGLYSYN-CPLX,
MI1PP,26.39028338896016,EG10983-MONOMER,mg2(1)
MICITDr,106.3305798823874,CPLX0-7761,4fe4s(1)
MINCYCtex,34.19401863135169,G6700-MONOMER,
MINCYCtpp,115.80312528151872,TRANS-CPLX-201,
MINOHPtexi,65,CPLX_dummy,
MLDCP1App,65,CPLX_dummy,
MLDCP1Bpp,65,CPLX_dummy,
MLDCP2App,65,CPLX_dummy,
MLDCP2Bpp,65,CPLX_dummy,
MLDCP3App,65,CPLX_dummy,
MLDEP1pp,65,CPLX_dummy,
MLDEP2pp,65,CPLX_dummy,
MLTG1,50.43508687123501,MALTODEXGLUCOSID-MONOMER,
MLTG2,50.43508687123501,MALTODEXGLUCOSID-MONOMER,
MLTG3,50.43508687123501,MALTODEXGLUCOSID-MONOMER,
MLTG4,50.43508687123501,MALTODEXGLUCOSID-MONOMER,
MLTG5,50.43508687123501,MALTODEXGLUCOSID-MONOMER,
MLTGY1pp,52.71589871477681,EG10950-MONOMER,
MLTGY2pp,52.71589871477681,EG10950-MONOMER,
MLTGY3pp,52.71589871477681,EG10950-MONOMER,
MLTGY4pp,52.71589871477681,EG10950-MONOMER,
MLTP1,103.80014205593369,MALDEXPHOSPHORYL-CPLX,pydx5p(1)
MLTP2,103.80014205593369,MALDEXPHOSPHORYL-CPLX,pydx5p(1)
MLTP3,103.80014205593369,MALDEXPHOSPHORYL-CPLX,pydx5p(1)
MMCD,101.15686591702546,CPLX0-254,
MMETt2pp,39.855544687676534,B0260-MONOMER,
MMETtex,34.19401863135169,G6700-MONOMER,
MMM,92.69385054111744,CPLX0-7741,adocbl(1)
MN2t3pp,30.042103873817194,B0752-MONOMER,
MN2tpp,24.54324461325089,EG11167-MONOMER,
MN6PP,27.225515961849702,G6425-MONOMER,mg2(1)
MNLptspp,140.88836578386403,CPLX-166,
MNLtex,34.19401863135169,G6700-MONOMER,
MNNH,36.42710765830413,MANNONDEHYDRAT-MONOMER,
MNt2pp,36.04832137759414,YFEP-MONOMER,
MNtex,34.19401863135169,G6700-MONOMER,
MOAT,624.7601313734322,KDOTRANS-MONOMER,
MOAT2,624.0006797544955,KDOTRANS-MONOMER,
MOAT3C,28.903998873051016,EG11426-MONOMER,
MOBDabcpp,104.42874744010662,ABC-7-CPLX,
MOBDtex,34.19401863135169,G6700-MONOMER,
MOCDS,20.995216055228724,G7496-MONOMER,mg2(1)
MOCOS,0.01,EG10153-MONOMER,
MOGDS,21.08967249108987,EG11829-MONOMER,mg2(1)
MOHMT,144.78564415032,3-METHYL-2-OXOBUT-OHCH3XFER-CPLX,mg2(1)
MOX,65,CPLX_dummy,
MPTAT,0.01,EG11511-MONOMER,
MPTG,85.76389696795388,G7322-MONOMER_G6561-MONOMER,
MPTG2,85.76389696795388,G7322-MONOMER_G6561-MONOMER,
MSAR,70.90878316307881,CPLX0-1962,
MSO3abcpp,89.16555870425785,ABC-56-CPLX,
MSO3tex,34.19401863135169,G6700-MONOMER,
MTAN,1915.4773815888202,CPLX0-1541,
MTHFC,46.498794138521575,FOLD-CPLX,
MTHFD,46.498794138521575,FOLD-CPLX,
MTHFR2,0.8658309161812769,METHYLENETHFREDUCT-CPLX,fad(1)
MTHTHFSs,65,,
MTRPOX,33.99842221640058,SARCOX-MONOMER,fad(1)
N2Otex,34.19401863135169,G6700-MONOMER,
N2Otpp,65,,
NACODA,58.69050164309842,ACETYLORNDEACET-CPLX,zn2(1)
NACtex,34.19401863135169,G6700-MONOMER,
NACtpp,65,CPLX_dummy,
NADDP,52.8374974561444,EG10534-MONOMER,mg2(1)
NADH10,37.96629141458191,NADH-DHII-MONOMER,mg2(1) AND cu(1) AND fad(1)
NADH16pp,235.67469177650958,NADH-DHI-CPLX,2fe2s(1) AND 4fe4s(1) AND fmn(1)
NADH17pp,235.67469177650958,NADH-DHI-CPLX,2fe2s(1) AND 4fe4s(1) AND fmn(1)
NADH18pp,235.67469177650958,NADH-DHI-CPLX,2fe2s(1) AND 4fe4s(1) AND fmn(1)
NADH5,37.96629141458191,NADH-DHII-MONOMER,mg2(1) AND cu(1) AND fad(1)
NADH9,37.96629141458191,NADH-DHII-MONOMER,mg2(1) AND cu(1) AND fad(1)
NADK,109.87544152391663,CPLX0-682,mg2(1)
NADN,65,CPLX_dummy,
NADPHQR2,35.77442341141775,CPLX0-253,fad(1)
NADPHQR3,35.77442341141775,CPLX0-253,fad(1)
NADPHQR4,35.77442341141775,CPLX0-253,fad(1)
NADPPPS,65,CPLX_dummy,
NADS1,0.01,NAD-SYNTH-CPLX,mg2(1)
NADTRHD,114.621727680202,PYRNUTRANSHYDROGEN-CPLX,
NAMNPP,37.07660760910286,NICOTINATEPRIBOSYLTRANS-MONOMER,
NAt3_1p5pp,43.46534416249698,NHAB-MONOMER,
NAt3_2pp,57.67805652672226,CPLX0-7629,
NAt3pp,32.91860365478804,CHAA-MONOMER,
NAtex,34.19401863135169,G6700-MONOMER,
NDPK1,46.343663899357345,NUCLEOSIDE-DIP-KIN-CPLX,mg2(1)
NDPK2,46.343663899357345,NUCLEOSIDE-DIP-KIN-CPLX,mg2(1)
NDPK3,46.343663899357345,NUCLEOSIDE-DIP-KIN-CPLX,mg2(1)
NDPK4,46.343663899357345,NUCLEOSIDE-DIP-KIN-CPLX,mg2(1)
NDPK5,46.343663899357345,NUCLEOSIDE-DIP-KIN-CPLX,mg2(1)
NDPK6,46.343663899357345,NUCLEOSIDE-DIP-KIN-CPLX,mg2(1)
NDPK7,46.343663899357345,NUCLEOSIDE-DIP-KIN-CPLX,mg2(1)
NDPK8,46.343663899357345,NUCLEOSIDE-DIP-KIN-CPLX,mg2(1)
NH4tex,34.19401863135169,G6700-MONOMER,
NH4tpp,527.8446970662727,CPLX0-7532,
NHFRBO,118.83023976621348,CPLX0-1,fad(1)
NI2abcpp,54.57650805762166,YHHO-MONOMER,
NI2t3pp,30.042103873817194,B0752-MONOMER,
NI2tex,34.19401863135169,G6700-MONOMER,
NI2tpp,31.26739885365948,CORA-MONOMER,
NI2uabcpp,66.23231391174049,MGTA-MONOMER,
NMNAT,37.947627070868805,PD04413,mg2(1)
NMNDA,65,CPLX_dummy,
NMNN,65,CPLX_dummy,
NMNPtpp,24.899535238822402,PNUC-MONOMER,
NMNt7pp,65,CPLX_dummy,
NMNtex,34.19401863135169,G6700-MONOMER,
NNAM,22.326640918491577,NICOTINAMID-MONOMER,
