TU_id	start	stop	tss	strand	rho_dependent	rnapol	replicon	genes
TU0_1141_from_RpoD_mono	1156989	1158525	1156989	+	True	RpoD_mono	NC_000913.2	b1101
TU0_13249_from_RPOS_MONOMER	1473090	1475474	1473090	+	True	RpoS_mono	NC_000913.2	b1407
TU0_14714_from_RpoD_mono	2543755	2546119	2543755	+	True	RpoD_mono	NC_000913.2	b2428,b2429
TU0_14494_from_RpoD_mono	159186	160722	160722	-	True	RpoD_mono	NC_000913.2	b0145
TU404_with_TERM121_from_RpoD_mono	3557776	3558779	3558779	-	False	RpoD_mono	NC_000913.2	b3423
TU0_13161_from_RpoD_mono	1215291	1215858	None	+	True	RpoD_mono	NC_000913.2	b1166
TU0_12835_from_RpoD_mono	214291	215979	None	+	True	RpoD_mono	NC_000913.2	b0192,b0191
TU00174_with_IHFA_TERMINATOR_from_RPOS_MONOMER	1793240	1793745	1793745	-	False	RpoS_mono	NC_000913.2	b1712
TU00255_from_RpoD_mono	1236748	1239172	1236748	+	True	RpoD_mono	NC_000913.2	b1189,b1190
TU0_5_from_RpoD_mono	1146844	1150627	None	+	True	RpoD_mono	NC_000913.2	b1092,b1093,b1091
TU0_14404_from_RpoD_mono	2589582	2590984	2589582	+	True	RpoD_mono	NC_000913.2	b2472,b4547
TU0_6623_from_RpoD_mono	517564	519173	519173	-	True	RpoD_mono	NC_000913.2	b0494
TU0_3641_from_RPON_MONOMER	683753	686970	None	-	True	RpoN_mono	NC_000913.2	b0654,b0653,b0655
TU0_13781_from_RPON_MONOMER	3014014	3018511	3014014	+	True	RpoN_mono	NC_000913.2	b2879,b2878
TU0_1762_from_RPOS_MONOMER	1554630	1555080	1554630	+	True	RpoS_mono	NC_000913.2	b1482
TU0_13021_from_RpoD_mono	707459	709339	707459	+	True	RpoD_mono	NC_000913.2	b0682,b0681
TU00035_from_RpoD_mono	723630	728072	728072	-	True	RpoD_mono	NC_000913.2	b0697,b4513,b0698
TU0_5402_with_TERM0582_from_RpoD_mono	421719	423732	421719	+	False	RpoD_mono	NC_000913.2	b0403
TU0_5402_with_TERM0583_from_RpoD_mono	421719	423777	421719	+	False	RpoD_mono	NC_000913.2	b0403
TU5_from_RpoD_mono	1451889	1461462	1451889	+	True	RpoD_mono	NC_000913.2	b1389,b1390,b1396,b1394,b1397,b1388,b1392,b1391,b1398,b1395,b1393
TU0_14065_from_RpoD_mono	4062386	4065238	None	-	True	RpoD_mono	NC_000913.2	b3877
TU00307_from_RpoD_mono	587205	592401	None	-	True	RpoD_mono	NC_000913.2	b0569
TU00191_from_RpoD_mono	3150097	3151445	3150097	+	True	RpoD_mono	NC_000913.2	b3008
TU0_13091_from_RpoD_mono	982246	983520	982246	+	True	RpoD_mono	NC_000913.2	b0927,b0926
TU0_13854_from_RpoD_mono	3231750	3232477	None	-	True	RpoD_mono	NC_000913.2	b3083
TU0_12959_from_RpoD_mono	518957	522054	None	+	True	RpoD_mono	NC_000913.2	b0496
TU0_13493_from_RpoD_mono	2087235	2087757	2087757	-	True	RpoD_mono	NC_000913.2	b2017
TU00382_with_TERM65_from_RpoD_mono	950430	952964	952964	-	False	RpoD_mono	NC_000913.2	b0903
TU0_7842_with_TERM_RPST_from_RpoD_mono	20771	21210	21210	-	False	RpoD_mono	NC_000913.2	b0023
TU0_14715_from_RpoD_mono	2543763	2546119	2543763	+	True	RpoD_mono	NC_000913.2	b2428,b2429
TU0_14006_from_RpoD_mono	3828454	3830189	3828454	+	True	RpoD_mono	NC_000913.2	b3655
TU0_13311_from_RpoD_mono	1626350	1627062	1626350	+	True	RpoD_mono	NC_000913.2	b1540
TU0_36411_with_TERM0_1156_from_RpoD_mono	1312692	1313420	1313420	-	False	RpoD_mono	NC_000913.2	b1257
TU0_1781_from_RpoD_mono	1255944	1257765	1257765	-	True	RpoD_mono	NC_000913.2	b1204
TU801_from_RpoD_mono	4391960	4402327	4391960	+	True	RpoD_mono	NC_000913.2	b4174,b4168,b4175,b4167,b4171,b4170,b4172,b4173,b4169
TU0_1142_from_RpoD_mono	1156849	1158525	1156849	+	True	RpoD_mono	NC_000913.2	b1101
TU0_13250_from_RpoD_mono	1475645	1480225	None	+	True	RpoD_mono	NC_000913.2	b1410,b1411,b1409
TU0_5421_with_TERM0503_from_RpoD_mono	498169	499275	499275	-	False	RpoD_mono	NC_000913.2	b0476
TU0_8706_from_RpoD_mono	1622712	1623315	1622712	+	True	RpoD_mono	NC_000913.2	b1537
TU00256_with_TERM0161_from_RpoD_mono	2595825	2597806	2597806	-	False	RpoD_mono	NC_000913.2	b2478,b2477
TU0_12889_from_RpoD_mono	331263	332683	331263	+	True	RpoD_mono	NC_000913.2	b0315
TU00443_with_TERM0902_from_RPOS_MONOMER	3069453	3071845	3071845	-	False	RpoS_mono	NC_000913.2	b2926,b2927
TU00443_with_TERM0902_from_RpoD_mono	3069453	3071845	3071845	-	False	RpoD_mono	NC_000913.2	b2926,b2927
TU00036_with_TERM0223_from_RpoD_mono	360364	365567	365567	-	False	RpoD_mono	NC_000913.2	b0342,b0343,b0344
TU00036_with_TERM0222_from_RpoD_mono	360436	365567	365567	-	False	RpoD_mono	NC_000913.2	b0342,b0343,b0344
TU0_14515_with_TERM42_from_RPOS_MONOMER	1997565	1998409	None	-	False	RpoS_mono	NC_000913.2	b1920
TU0_8484_from_RpoD_mono	2295679	2301717	2301717	-	True	RpoD_mono	NC_000913.2	b2206,b2203,b2205,b2207,b2204,b2208
TU0_36412_from_RPOS_MONOMER	157253	159391	159391	-	True	RpoS_mono	NC_000913.2	b0143
TU0_7844_with_TERM_RPST_from_RpoD_mono	20771	21120	21120	-	False	RpoD_mono	NC_000913.2	b0023
TU00514_from_RpoD_mono	2516063	2516275	2516275	-	True	RpoD_mono	NC_000913.2	b2397
TU00192_with_GLYA_TERMINATOR_from_RpoD_mono	2682097	2683596	2683596	-	False	RpoD_mono	NC_000913.2	b2551
TU0_14275_from_EG11355_MONOMER	2860219	2861523	2860219	+	True	FliA_mono	NC_000913.2	b2737
TU00308_from_RpoD_mono	3611651	3617012	3611651	+	True	RpoD_mono	NC_000913.2	b3478,b3481,b3477,b3480,b3476,b3479
TU0_5481_from_RpoD_mono	1656027	1663144	1656027	+	True	RpoD_mono	NC_000913.2	b1589,b1588,b1591,b1587,b1590
TU0_14716_from_RpoD_mono	3193119	3193262	3193262	-	True	RpoD_mono	NC_000913.2	b4611,b4666
TU0_6626_from_RpoD_mono	1793277	1797325	1797325	-	True	RpoD_mono	NC_000913.2	b1713,b1715,b1714
TU0_6626_with_IHFA_TERMINATOR_from_RpoD_mono	1793240	1797325	1797325	-	False	RpoD_mono	NC_000913.2	b1713,b1715,b1714,b1712
TU0_14616_from_RpoD_mono	539583	542257	539583	+	True	RpoD_mono	NC_000913.2	b0513,b0514
TU0_13721_from_RpoD_mono	2859452	2861523	None	+	True	RpoD_mono	NC_000913.2	b2737
TU0_12960_from_RpoD_mono	522485	528124	None	+	True	RpoD_mono	NC_000913.2	b0498,b0499
TU00383_with_TERM65_from_RpoD_mono	950430	953074	953074	-	False	RpoD_mono	NC_000913.2	b0903
TU0_13957_from_RPOH_MONOMER	3640403	3643261	3643261	-	True	RpoH_mono	NC_000913.2	b3498
TU0_13659_from_RpoD_mono	2662385	2663266	None	+	True	RpoD_mono	NC_000913.2	b2534
TU0_36413_from_RpoD_mono	2405583	2407483	None	+	True	RpoD_mono	NC_000913.2	b2291
TU802_from_RpoD_mono	4392058	4402327	4392058	+	True	RpoD_mono	NC_000913.2	b4174,b4168,b4175,b4167,b4171,b4170,b4172,b4173,b4169
TU0_13363_from_RpoD_mono	1746771	1749088	None	-	True	RpoD_mono	NC_000913.2	b1670,b1671
TU0_1783_from_RpoD_mono	3084599	3085882	3084599	+	True	RpoD_mono	NC_000913.2	b2942
TU0_13552_from_RpoD_mono	2270334	2275911	2270334	+	True	RpoD_mono	NC_000913.2	b2180,b2178,b2177,b2179
TU0_12837_from_RpoD_mono	218887	219995	None	-	True	RpoD_mono	NC_000913.2	b0196
TU00444_with_TERM53_from_RpoD_mono	2426052	2428792	2428792	-	False	RpoD_mono	NC_000913.2	b2313,b2311,b2312
TU0_7861_from_RPOS_MONOMER	1599484	1606128	1599484	+	True	RpoS_mono	NC_000913.2	b1514,b1513,b1515,b1519,b1518,b1516,b1517
TU00037_from_RpoD_mono	4255110	4257144	4255110	+	True	RpoD_mono	NC_000913.2	b4044,b4043
TU00257_from_RpoD_mono	2028472	2030341	None	-	True	RpoD_mono	NC_000913.2	b1961
TU0_5501_from_RpoD_mono	3316584	3318002	3316584	+	True	RpoD_mono	NC_000913.2	b3172
TU_8381_with_SPY_TERMINATOR_from_RpoD_mono	1823081	1823712	1823712	-	False	RpoD_mono	NC_000913.2	b1743
TU502_from_RpoD_mono	1739225	1740585	1739225	+	True	RpoD_mono	NC_000913.2	b1661
TU502_from_RPOS_MONOMER	1739225	1740585	1739225	+	True	RpoS_mono	NC_000913.2	b1661
TU0_6629_from_RpoD_mono	992500	996786	996786	-	True	RpoD_mono	NC_000913.2	b0936,b0934,b0935,b0937
TU00193_with_TERM0_1125_from_RpoD_mono	3770211	3774442	3770211	+	False	RpoD_mono	NC_000913.2	b3599,b3600,b4554,b3601
TU00193_with_TERM0_1122_from_RpoD_mono	3770211	3774198	3770211	+	False	RpoD_mono	NC_000913.2	b3599,b3600,b3601
TU00193_with_TERM0_1123_from_RpoD_mono	3770211	3774232	3770211	+	False	RpoD_mono	NC_000913.2	b3599,b3600,b3601
TU00193_with_TERM0_1124_from_RpoD_mono	3770211	3774327	3770211	+	False	RpoD_mono	NC_000913.2	b3599,b3600,b3601
TU00515_from_RpoD_mono	2815806	2816719	2816719	-	True	RpoD_mono	NC_000913.2	b2694,b2695,b2692,b2693
TU00107_from_RpoD_mono	1194231	1195596	1194231	+	True	RpoD_mono	NC_000913.2	b1136
TU0_14717_from_RpoD_mono	3054873	3055013	3054873	+	True	RpoD_mono	NC_000913.2	b4665
TU0_36414_from_RPOS_MONOMER	2812240	2813087	2813087	-	True	RpoS_mono	NC_000913.2	b4442
TU0_14336_from_RpoD_mono	2638617	2639826	None	-	True	RpoD_mono	NC_000913.2	b2515
TU00309_from_RpoD_mono	2864581	2866851	2866851	-	True	RpoD_mono	NC_000913.2	b2742
TU0_1802_with_PSPF_from_RpoD_mono	1364842	1365969	1365969	-	False	RpoD_mono	NC_000913.2	b1303
TU0_14153_from_RpoD_mono	4408156	4409274	None	+	True	RpoD_mono	NC_000913.2	b4182
TU0_13722_from_RpoD_mono	2861615	2863034	None	+	True	RpoD_mono	NC_000913.2	b2739
TU0_5522_from_RpoD_mono	3808366	3810600	3810600	-	True	RpoD_mono	NC_000913.2	b3638,b3637,b3636
TU0_14276_from_EG11355_MONOMER	794218	796835	794218	+	True	FliA_mono	NC_000913.2	b0764,b0763,b0765
TU00384_with_TERM65_from_RpoD_mono	950430	953148	953148	-	False	RpoD_mono	NC_000913.2	b0903
TU0_7881_from_RPOS_MONOMER	2152003	2163022	2152003	+	True	RpoS_mono	NC_000913.2	b2077,b2079,b2074,b2075,b2076,b2078
TU0_14617_from_RpoD_mono	628515	628936	628515	+	True	RpoD_mono	NC_000913.2	b0597
TU0_8855_with_PHEM_T3_from_RpoD_mono	1797185	1797787	1797787	-	False	RpoD_mono	NC_000913.2	b1716,b1715
TU0_8617_from_RpoD_mono	4476468	4476912	4476468	+	True	RpoD_mono	NC_000913.2	b4255
TU00445_from_RpoD_mono	922303	924763	922303	+	True	RpoD_mono	NC_000913.2	b0882
TU0_6630_from_RpoD_mono	4621124	4622822	4622822	-	True	RpoD_mono	NC_000913.2	b4387
TU0_13364_from_RpoD_mono	1749101	1752501	None	-	True	RpoD_mono	NC_000913.2	b1673,b1674
TU00038_with_TERM0242_from_RpoD_mono	4240562	4244487	4244487	-	False	RpoD_mono	NC_000913.2	b4033,b4034,b4032
TU503_from_RPOS_MONOMER	1739403	1740585	1739403	+	True	RpoS_mono	NC_000913.2	b1661
TU0_13181_from_RpoD_mono	1286289	1286459	None	-	True	RpoD_mono	NC_000913.2	b1229
TU0_12838_from_RpoD_mono	222806	223408	222806	+	True	RpoD_mono	NC_000913.2	b0200
TU0_13958_from_RpoD_mono	3643373	3644250	3643373	+	True	RpoD_mono	NC_000913.2	b3499
TU0_36417_from_RpoD_mono	3562157	3566415	3566415	-	True	RpoD_mono	NC_000913.2	b3429
TU0_1803_with_PSPF_from_RpoD_mono	1364842	1365953	1365953	-	False	RpoD_mono	NC_000913.2	b1303
TU00194_from_RpoD_mono	2708379	2710064	2708379	+	True	RpoD_mono	NC_000913.2	b2574
TU0_14208_from_RpoD_mono	4585932	4587102	None	-	True	RpoD_mono	NC_000913.2	b4353
TU0_13095_from_RpoD_mono	997713	1003880	None	+	True	RpoD_mono	NC_000913.2	b0944,b0941,b0940,b0942,b0943
TU00258_from_RpoD_mono	3431672	3433183	3431672	+	True	RpoD_mono	NC_000913.2	b3287,b3288
TU0_14718_with_TERM0_1150_from_RpoD_mono	3661564	3662674	3662674	-	False	RpoD_mono	NC_000913.2	b3515
TU0_14407_from_RpoD_mono	2833195	2836127	2836127	-	True	RpoD_mono	NC_000913.2	b2713
TU0_7901_from_RpoD_mono	2234765	2237413	2237413	-	True	RpoD_mono	NC_000913.2	b2149
TU0_13897_from_RpoD_mono	3378204	3378611	3378204	+	True	RpoD_mono	NC_000913.2	b3233
TU0_14068_from_RpoD_mono	4068538	4071594	None	-	True	RpoD_mono	NC_000913.2	b3881,b3882
TU00310_with_TERM52_from_RpoD_mono	2388027	2403184	2403184	-	False	RpoD_mono	NC_000913.2	b2284,b2278,b2283,b2279,b2276,b2282,b2286,b2280,b2288,b2285,b2281,b2287,b2277
TU0_6631_from_RpoD_mono	1987526	1988916	1987526	+	True	RpoD_mono	NC_000913.2	b1907
TU0_36418_from_RPOS_MONOMER	3904876	3908565	3908565	-	True	RpoS_mono	NC_000913.2	b3725,b3727,b3726
TU0_36418_from_RpoD_mono	3904876	3908565	3908565	-	True	RpoD_mono	NC_000913.2	b3725,b3727,b3726
TU0_14154_from_RpoD_mono	4409325	4412214	None	+	True	RpoD_mono	NC_000913.2	b4186,b4184,b4185
TU0_1805_with_PSPF_from_RpoD_mono	1364842	1366064	1366064	-	False	RpoD_mono	NC_000913.2	b1303
TU0_12962_from_RpoD_mono	545904	550555	None	+	True	RpoD_mono	NC_000913.2	b4572,b0521,b0520
TU00446_from_RpoD_mono	922315	924763	922315	+	True	RpoD_mono	NC_000913.2	b0882
TU0_13422_from_RpoD_mono	1905250	1905641	1905641	-	True	RpoD_mono	NC_000913.2	b1824
TU00039_from_RpoD_mono	3546008	3550532	3550532	-	True	RpoD_mono	NC_000913.2	b3417
TU0_5543_from_RpoD_mono	3808366	3810018	3810018	-	True	RpoD_mono	NC_000913.2	b3637,b3636
TU0_8856_with_PHEM_T3_from_RpoD_mono	1797185	1797325	1797325	-	False	RpoD_mono	NC_000913.2	b1715
TU521_from_RpoD_mono	2908778	2911851	2911851	-	True	RpoD_mono	NC_000913.2	b2784,b2783
TU0_13661_from_RpoD_mono	2671296	2671790	None	+	True	RpoD_mono	NC_000913.2	b2543
TU0_14278_from_EG11355_MONOMER	2001896	2004102	None	+	True	FliA_mono	NC_000913.2	b1926,b1925
TU841_from_RpoD_mono	2229841	2230750	2229841	+	True	RpoD_mono	NC_000913.2	b2143
TU00517_from_RpoD_mono	3311364	3316319	3316319	-	True	RpoD_mono	NC_000913.2	b3171,b3170,b3169
TU0_1181_from_RpoD_mono	4033262	4038659	4033262	+	True	RpoD_mono	NC_000913.2	b3855,b3854,b3851,b3853,b3852
TU0_1181_from_RPOH_MONOMER	4033262	4038659	4033262	+	True	RpoH_mono	NC_000913.2	b3855,b3854,b3851,b3853,b3852
TU0_14719_with_TERM0_1150_from_RpoD_mono	3661564	3662804	3662804	-	False	RpoD_mono	NC_000913.2	b3515
TU0_14618_from_RpoD_mono	906075	908543	908543	-	True	RpoD_mono	NC_000913.2	b0870
TU00109_from_RpoD_mono	29619	34038	29619	+	True	RpoD_mono	NC_000913.2	b0032,b0033
TU0_12839_from_RPOS_MONOMER	229098	229970	229098	+	True	RpoS_mono	NC_000913.2	b0207
TU0_7962_from_RPOS_MONOMER	1250226	1252208	1250226	+	True	RpoS_mono	NC_000913.2	b1201
TU00259_from_RpoD_mono	3878171	3881984	3881984	-	True	RpoD_mono	NC_000913.2	b3702,b3701
TU0_36419_from_RPOS_MONOMER	3904876	3906579	3906579	-	True	RpoS_mono	NC_000913.2	b3725
TU0_36419_from_RpoD_mono	3904876	3906579	3906579	-	True	RpoD_mono	NC_000913.2	b3725
TU_8383_from_RPOE_MONOMER	2535337	2536505	2535337	+	True	RpoE_mono	NC_000913.2	b2419,b2420
TU0_1821_from_RpoD_mono	594796	601080	594796	+	True	RpoD_mono	NC_000913.2	b0574,b0575,b0573,b0572
TU0_14408_from_RpoD_mono	331097	332683	331097	+	True	RpoD_mono	NC_000913.2	b0315
TU0_6634_with_TERM101_from_RPOS_MONOMER	122969	127619	122969	+	False	RpoS_mono	NC_000913.2	b0114,b0115
TU0_6634_with_TERM101_from_RpoD_mono	122969	127619	122969	+	False	RpoD_mono	NC_000913.2	b0114,b0115
TU0_5561_from_RpoD_mono	3101010	3104992	3101010	+	True	RpoD_mono	NC_000913.2	b2962,b2964,b2963,b2961
TU0_13026_from_RpoD_mono	728806	733325	None	+	True	RpoD_mono	NC_000913.2	b0702
TU0_14069_from_RpoD_mono	4071762	4073477	None	+	True	RpoD_mono	NC_000913.2	b3884
TU00447_from_RpoD_mono	922433	924763	922433	+	True	RpoD_mono	NC_000913.2	b0882
TU00311_from_RpoD_mono	3311364	3316197	3316197	-	True	RpoD_mono	NC_000913.2	b3170,b3169
TU0_13801_from_RpoD_mono	3071998	3077352	None	-	True	RpoD_mono	NC_000913.2	b2933,b2934,b2929,b4465,b2930
TU0_12963_from_RpoD_mono	552441	553660	None	-	True	RpoD_mono	NC_000913.2	b0525
TU522_from_RpoD_mono	2907916	2909390	2909390	-	True	RpoD_mono	NC_000913.2	b2783,b2782
TU0_13898_from_RpoD_mono	3378676	3381289	3378676	+	True	RpoD_mono	NC_000913.2	b3235,b3234
TU0_13498_from_RpoD_mono	2112526	2116428	None	-	True	RpoD_mono	NC_000913.2	b2044,b2045
TU00386_with_BOLA_from_RpoD_mono	453658	454089	453658	+	False	RpoD_mono	NC_000913.2	b0435
TU00386_with_BOLA_from_RPOS_MONOMER	453658	454089	453658	+	False	RpoS_mono	NC_000913.2	b0435
TU0_7981_from_RPOS_MONOMER	1246919	1250167	1250167	-	True	RpoS_mono	NC_000913.2	b1200,b1199
TU0_12892_from_RpoD_mono	334504	338967	None	+	True	RpoD_mono	NC_000913.2	b0321,b0320,b0319
TU0_1822_from_RpoD_mono	592551	594685	594685	-	True	RpoD_mono	NC_000913.2	b0571
TU00196_from_RpoD_mono	1899957	1902770	1899957	+	True	RpoD_mono	NC_000913.2	b1817,b1818,b1819
TU0_14730_from_RpoD_mono	812716	814770	812716	+	True	RpoD_mono	NC_000913.2	b0779
TU00110_from_RpoD_mono	29551	34038	29551	+	True	RpoD_mono	NC_000913.2	b0032,b0033
TU0_13662_from_RpoD_mono	2671838	2673783	None	-	True	RpoD_mono	NC_000913.2	b2545
TU0_5562_from_RpoD_mono	3100933	3104992	3100933	+	True	RpoD_mono	NC_000913.2	b2962,b2964,b2963,b2961
TU0_6635_with_TERM70_from_RpoD_mono	3913531	3920293	3920293	-	False	RpoD_mono	NC_000913.2	b3737,b3736,b3732,b3735,b3734,b3738,b3733,b3731
TU861_from_RPOS_MONOMER	2253312	2254036	2253312	+	True	RpoS_mono	NC_000913.2	b2163
TU0_1182_with_TERM0_1116_from_RpoD_mono	4164390	4169985	4164390	+	False	RpoD_mono	NC_000913.2	b3970,b3971,b3969,b3968
TU0_1182_with_TERM0_1116_from_RPOH_MONOMER	4164390	4169985	4164390	+	False	RpoH_mono	NC_000913.2	b3970,b3971,b3969,b3968
TU0_1182_with_TERM0_1115_from_RpoD_mono	4164390	4169826	4164390	+	False	RpoD_mono	NC_000913.2	b3970,b3971,b3969,b3968
TU0_1182_with_TERM0_1115_from_RPOH_MONOMER	4164390	4169826	4164390	+	False	RpoH_mono	NC_000913.2	b3970,b3971,b3969,b3968
TU0_12840_from_RPOH_MONOMER	231064	232549	231064	+	True	RpoH_mono	NC_000913.2	b0209,b0210
TU0_14282_from_RpoD_mono	1984823	1985452	1984823	+	True	RpoD_mono	NC_000913.2	b1902
TU00260_from_RPOH_MONOMER	12048	15298	12048	+	True	RpoH_mono	NC_000913.2	b0014,b0015
TU_8384_from_RPOE_MONOMER	2614090	2615959	2614090	+	True	RpoE_mono	NC_000913.2	b2494,b2495
TU0_13613_from_RpoD_mono	2496693	2500009	None	+	True	RpoD_mono	NC_000913.2	b2382,b2381
TU0_14619_from_RpoD_mono	1105515	1106999	1105515	+	True	RpoD_mono	NC_000913.2	b1046
TU0_1441_from_EG11355_MONOMER	2017619	2021702	2017619	+	True	FliA_mono	NC_000913.2	b1947,b1948,b1944,b1946,b1949,b1950,b1945
TU0_14520_with_TERM53_from_RpoD_mono	2426052	2426648	None	-	False	RpoD_mono	NC_000913.2	b2311
TU00448_with_TERM52_from_RpoD_mono	2388027	2403357	2403357	-	False	RpoD_mono	NC_000913.2	b2284,b2278,b2283,b2279,b2276,b2282,b2286,b2280,b2288,b2285,b2281,b2287,b2277
TU0_13858_from_RpoD_mono	3235304	3236319	3235304	+	True	RpoD_mono	NC_000913.2	b3087
TU00041_from_RPOH_MONOMER	4212256	4213232	4212256	+	True	RpoH_mono	NC_000913.2	b4013
TU0_5564_from_RpoD_mono	3102015	3104992	3102015	+	True	RpoD_mono	NC_000913.2	b2962,b2964,b2963
TU523_from_RpoD_mono	2907916	2909377	2909377	-	True	RpoD_mono	NC_000913.2	b2783,b2782
TU0_1421_from_RpoD_mono	1614979	1616242	1614979	+	True	RpoD_mono	NC_000913.2	b1528
TU0_14339_from_RpoD_mono	194784	195664	194784	+	True	RpoD_mono	NC_000913.2	b0174
TU0_14070_from_RpoD_mono	4073571	4076461	4073571	+	True	RpoD_mono	NC_000913.2	b3887,b3885,b3886,b3888
TU00312_with_TERM0_1145_from_RPOS_MONOMER	1978120	1980489	1980489	-	False	RpoS_mono	NC_000913.2	b1896,b1897
TU0_14735_from_RpoD_mono	3656065	3656916	3656065	+	True	RpoD_mono	NC_000913.2	b3512
TU0_6636_with_TERM70_from_RpoD_mono	3913531	3920157	3920157	-	False	RpoD_mono	NC_000913.2	b3737,b3736,b3732,b3735,b3734,b3738,b3733,b3731
TU0_13315_from_RpoD_mono	1631063	1631329	None	+	True	RpoD_mono	NC_000913.2	b1544
TU00197_from_RpoD_mono	354108	356678	354108	+	True	RpoD_mono	NC_000913.2	b0336,b0337
TU0_13725_from_RpoD_mono	2876591	2882341	2882341	-	True	RpoD_mono	NC_000913.2	b2755,b2759,b2756,b2757,b2758,b2760
TU0_13425_from_RpoD_mono	1910792	1913558	None	-	True	RpoD_mono	NC_000913.2	b1831
TU0_13499_from_RpoD_mono	2116704	2130094	None	-	True	RpoD_mono	NC_000913.2	b2050,b2057,b2053,b2054,b2052,b2051,b2048,b2056,b2055,b2047,b2049
TU00387_from_RPOS_MONOMER	1061773	1063056	1063056	-	True	RpoS_mono	NC_000913.2	b1000
TU00387_from_RpoD_mono	1061773	1063056	1063056	-	True	RpoD_mono	NC_000913.2	b1000
TU0_36423_from_RpoD_mono	3053781	3054187	3053781	+	True	RpoD_mono	NC_000913.2	b2911
TU0_36423_from_RPOS_MONOMER	3053781	3054187	3053781	+	True	RpoS_mono	NC_000913.2	b2911
TU0_8863_from_RPON_MONOMER	3980804	3982216	3980804	+	True	RpoN_mono	NC_000913.2	b3800
TU0_1881_from_RpoD_mono	2657585	2660221	2660221	-	True	RpoD_mono	NC_000913.2	b2529,b2530,b2531
TU0_13663_from_RpoD_mono	2673849	2677389	None	-	True	RpoD_mono	NC_000913.2	b2547,b2548
TU0_8549_from_RpoD_mono	345656	345983	345656	+	True	RpoD_mono	NC_000913.2	b0329
TU0_1183_with_TERM0_1117_from_RpoD_mono	3939539	3945090	3939539	+	False	RpoD_mono	NC_000913.2	b3757,b3758,b3756,b3760,b3759,b3761
TU0_1183_with_TERM0_1117_from_RPOH_MONOMER	3939539	3945090	3939539	+	False	RpoH_mono	NC_000913.2	b3757,b3758,b3756,b3760,b3759,b3761
TU0_5567_from_RpoD_mono	3101010	3102390	3101010	+	True	RpoD_mono	NC_000913.2	b2962,b2961
TU0_8712_from_RpoD_mono	1872347	1872822	1872347	+	True	RpoD_mono	NC_000913.2	b1789
TU0_8021_from_RpoD_mono	2585497	2588730	2585497	+	True	RpoD_mono	NC_000913.2	b2470
TU00261_with_YJJA_from_RpoD_mono	4597643	4599638	4599638	-	False	RpoD_mono	NC_000913.2	b4362,b4360,b4361
TU_8385_from_RPOE_MONOMER	2633906	2636997	2636997	-	True	RpoE_mono	NC_000913.2	b2512
TU00449_with_TERM51_from_RpoD_mono	430320	431469	431469	-	False	RpoD_mono	NC_000913.2	b0411
TU0_6646_with_TERM88_from_RpoD_mono	4617590	4619682	4617590	+	False	RpoD_mono	NC_000913.2	b4384,b4383
TU00042_from_RpoD_mono	4221831	4225534	4221831	+	True	RpoD_mono	NC_000913.2	b4019
TU0_14286_from_RpoD_mono	3245570	3246844	3245570	+	True	RpoD_mono	NC_000913.2	b3095,b3096
TU0_14521_with_TERM0223_from_RpoD_mono	360364	362403	None	-	False	RpoD_mono	NC_000913.2	b0342,b0343
TU0_14521_with_TERM0222_from_RpoD_mono	360436	362403	None	-	False	RpoD_mono	NC_000913.2	b0342,b0343
TU524_from_RpoD_mono	3948241	3954898	3948241	+	True	RpoD_mono	NC_000913.2	b3772,b3766,b4488,b3769,b4669,b3771,b3770
TU524_with_TERM165_from_RpoD_mono	3948241	3955008	3948241	+	False	RpoD_mono	NC_000913.2	b3772,b3766,b4488,b3769,b4669,b3771,b3770
TU0_8489_from_RpoD_mono	989814	992457	989814	+	True	RpoD_mono	NC_000913.2	b0932
TU0_36424_from_RpoD_mono	3053996	3054187	3053996	+	True	RpoD_mono	NC_000913.2	b2911
TU0_14736_from_RpoD_mono	3655823	3656916	3655823	+	True	RpoD_mono	NC_000913.2	b4704,b3512
TU0_13614_from_RpoD_mono	2500012	2506264	None	-	True	RpoD_mono	NC_000913.2	b2386,b2385,b2387,b2384
TU0_1902_from_RpoD_mono	3372788	3374258	3372788	+	True	RpoD_mono	NC_000913.2	b3227
TU0_13099_from_RpoD_mono	1020953	1023571	None	-	True	RpoD_mono	NC_000913.2	b0961
TU00112_from_RpoD_mono	3925152	3926170	3925152	+	True	RpoD_mono	NC_000913.2	b3744
TU0_14071_from_RpoD_mono	4077314	4077532	None	+	True	RpoD_mono	NC_000913.2	b3889
TU00313_from_RpoD_mono	147944	149630	149630	-	True	RpoD_mono	NC_000913.2	b0134
TU0_5568_from_RpoD_mono	3101010	3103534	3101010	+	True	RpoD_mono	NC_000913.2	b2962,b2963,b2961
TU0_12965_from_RpoD_mono	555884	557004	557004	-	True	RpoD_mono	NC_000913.2	b0529
TU0_13556_from_RPON_MONOMER	2278644	2280414	2278644	+	True	RpoN_mono	NC_000913.2	b2184
TU0_8864_from_RpoD_mono	1713050	1716058	1716058	-	True	RpoD_mono	NC_000913.2	b1637,b1638
TU0_6647_from_RpoD_mono	235934	236798	235934	+	True	RpoD_mono	NC_000913.2	b0215
TU863_from_RpoD_mono	1304845	1306691	1306691	-	True	RpoD_mono	NC_000913.2	b1249
TU0_13368_from_RpoD_mono	1762958	1766709	None	-	True	RpoD_mono	NC_000913.2	b1686,b1687
